"Data Source","World Development Indicators",

"Last Updated Date","2020-10-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Korea, Dem. People’s Rep.","PRK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GDP (current US$)","NY.GDP.MKTP.CD","3193200404.37297","3417516639.37596","3668222357.65702","3905734459.72693","4235608177.67102","4687464054.83455","5135387845.97108","5740241165.63433","6354262628.33537","6969025825.62869","8108235006.9735","9201607067.13781","11239117123.7954","15090566639.4113","17512388318.8635","19347608627.451","20332834217.5066","21439525405.9717","23487613138.6861","26622818852.459","32896521425.7109","31977275895.7655","30527754540.8678","27239650741.9472","25217969597.3706","27115807153.7828","38745902023.8574","48182925145.8659","56347251114.2061","60594092436.9748","78713859794.6843","89233599833.4952","107592098901.099","95009751901.2592","99688640942.029","118122007430.012","122630089680.27","117016535162.95","123946327916.296","127427343916.471","118310710337.203","121498889485.459","134156091661.961","164862142212.19","189034502110.752","197180330804.626","208581694893.991","240190803449.22","262344779551.78","243701635176.438","237880908317.652","244797226567.109","216236608773.976","226369502104.236","229596170846.995","199313894327.486","206286022781.894","221357874718.93","241274628877.362","237686075634.698","",
"Paraguay","PRY","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","443587301.587302","465888888.888889","492674603.174603","517650793.650794","556293650.793651","594611111.111111","664571428.571429","769039682.539683","995531746.031746","1333475396.8254","1511420634.92064","1698960317.46032","2092158730.15873","2559857142.85714","3416777777.77778","4448087301.5873","5624515873.01587","5419411764.70588","5673248726.18009","4502462807.0602","3282449235.87261","3723993942.72004","3971044723.80154","4255683528.33968","4757732199.96678","5812114523.02702","6984367762.90371","7157424031.06045","7249533620.30614","7870982004.8195","9062131475.02318","9788391780.52421","9965225678.05093","9260481572.42462","8837070235.51892","8855705139.55857","8495806432.18467","7196260656.84556","7691367471.17992","9624440836.29309","10737500188.1123","13429430050.261","17856270473.153","24578067861.3998","22341754513.9643","27215968615.5548","33715524703.9288","33283228891.0923","38585317742.981","40276532540.8812","36164068797.2511","36054281572.3981","39008900331.6733","40384691790.5685","38145288939.8488","",
"West Bank and Gaza","PSE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2843300000","3282800000","3409600000","3759800000","4067800000","4271200000","4313600000","4003700000","3555800000","3968000000","4329200000","4831800000","4910100000","5505800000","6673500000","7268200000","8913100000","10465400000","11279400000","12476000000","12715600000","12673000000","13425700000","14498100000","14615900000","","",
"Pacific island small states","PSS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","1136274672.41772","1139393809.65852","1188752563.70554","1378658505.66105","1689096190.13955","1933248999.5131","1993195245.42","1946960346.23443","1864552490.5951","2044131562.74452","1935167472.37935","2100858184.07917","2063823085.8969","2162279878.78273","2257935732.33157","2432150642.0511","2584584885.92285","2843713418.99176","3009657013.06107","3472621042.16013","3745866487.68299","4016458662.08389","4011894123.53743","3427599029.60814","3751048385.14879","3463951694.39789","3394755002.16628","3569090602.23087","4174439229.37832","4815730279.47511","5293122918.07505","5561092888.52667","6128480976.15558","6542126816.25983","5799153293.71577","6433227566.60342","7625069256.69095","8096571826.61332","8391851018.324","9113772923.3765","8895487243.53165","9313395707.90907","10008508092.0496","10379816021.3269","10456001896.8144","",
"Post-demographic dividend","PST","GDP (current US$)","NY.GDP.MKTP.CD","1042317778305.4","1102052536313.94","1189935736221.69","1281776684846.73","1398438783082.72","1519372761815.27","1666547639641.47","1789005092883.5","1940493330998.01","2133658703495.83","2332250807654.32","2588852602133.65","3005126019745","3633249406749.5","4059294342391.43","4549803331601.09","4934576859035.04","5574645238884.63","6712570687255.43","7715188931961.97","8538727128466.87","8635529405072.3","8597537117026.18","8922514447767.09","9324866779531.86","9819174996528.26","11997107680296.2","13909645236518.6","15669464915611.2","16366042903264.8","18369406348230.1","19377225414443.1","20795573726716.5","20933361918865.5","22414790689759.3","24864463316958.8","24987979036343.2","24510139940343.3","24626431061148.1","25851388740527","26283349304143","26043493064783.8","27159708262597.2","30460788208832.5","33846796706037.8","35633570942703.1","37508917735498.7","40929046849457.1","43259498161088.8","40763949793286.1","42520490304489.7","45660813533610.4","45619401962676","46079406151119.9","47026070247848.5","44515254914677.7","45489352126092.5","47415034220935.9","50195052422344.6","50671271399767.3","",
"French Polynesia","PYF","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","176534589.603389","215659455.017302","220984369.12915","259590076.293001","242943776.862299","254035999.217197","296613496.873269","325843254.667123","431254103.046477","555337985.682991","690319754.911192","732286143.34291","793193187.41557","1005573294.20763","1215031775.26795","1362151523.68993","1279972866.38172","1286462642.63697","1335895286.3918","1378991403.37881","1507230778.89921","2301514717.29807","2543199148.3893","2687472829.62988","2636461517.1052","3181206304.81549","3267367609.89528","3558215110.24809","3694600399.89225","3522272321.40766","3982374845.92709","3954696873.74892","3567062511.87293","3775160797.38928","3797016068.69688","3447543137.9415","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","301791301.791302","387700084.245998","510259940.720474","793884368.040437","2401403227.44085","2512784033.37828","3284301332.18953","3617580171.76055","4052000412.70087","5633000318.02401","7829094613.07082","8661263763.73626","7596703214.28571","6467582307.69231","6704395824.17583","6153296456.04396","5053021950.54945","5446428681.31868","6038187032.96703","6487912087.91209","7360439423.07692","6883516483.51648","7646153983.51648","7156593653.84615","7374450769.23077","8137911978.02198","9059340384.61539","11297802115.3846","10255495027.4725","12393131868.1319","17759890109.8901","17538461538.4615","19363736263.7363","23533791208.7912","31734065934.0659","44530494505.4945","60882142857.1428","79712087912.0879","115270054945.055","97798351648.3516","125122306346.154","167775274725.275","186833516483.516","198727747252.747","206224725274.725","161739835164.835","151732142857.143","166928571428.571","191362087912.088","183466208791.209","",
"Romania","ROU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","38413636363.6364","40809523809.5238","42105263157.8947","38995454545.4545","28998684210.5263","25121666666.6667","26362894736.8421","30074440483.3837","37435317265.1254","36937074278.3004","35574916294.6429","41694118972.5101","35952781582.2083","37253259016.9976","40394824679.1232","46066101951.2933","57806506024.0964","74972669056.5922","98452791982.7024","122022997508.01","174585202805.233","214313628965.024","174103695930.213","166225180150.414","183443154234.731","171196268957.961","190949066979.176","199626806401.529","177893451831.141","188494136775.719","211695422578.655","241626953521.413","250077444017.084","",
"Russian Federation","RUS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","554713455149.502","506500173960.269","516814274021.956","517962962962.963","460290556900.726","435083713850.837","395077301248.464","395537185734.854","391724890744.498","404928954191.876","270955486862.442","195907128350.934","259710142196.943","306602070620.5","345470494417.863","430347770731.787","591016690742.798","764017107992.392","989930542278.695","1299705764823.62","1660846387624.78","1222644282201.86","1524917468442.01","2045925608274.37","2208295773643.15","2292473246621.08","2059241965490.83","1363481063446.77","1276786979221.81","1574199387070.9","1669583089322.96","1699876578871.35","",
"Rwanda","RWA","GDP (current US$)","NY.GDP.MKTP.CD","119000024","122000016","125000008","128000000","129999994","148799980","124525702.857143","159560018","172200018","188700037","219900006","222952578.196381","246457838.336681","290746157.145921","308458423.183854","571863295.740122","637754162.101094","746650558.55469","905709147.27019","1109346220.52885","1254765349.93185","1407062607.63214","1407242640.23211","1479688125.8852","1587412957.22263","1715625839.17973","1944711061.30888","2157434025.16467","2395493877.51365","2405021932.89997","2550185618.14774","1911600969.76612","2029026704.02707","1971525998.87685","753636370.454546","1293535010.94467","1382334879.40812","1851558301.7002","1989343495.21844","1817654508.16444","1734938652.21165","1674685248.19528","1677552332.39623","1846198770.58709","2088961968.93579","2581313485.68523","3330198838.04961","4083515097.22006","5198063010.84742","5694132465.73484","6147525366.94591","6912074082.15636","7687521844.14299","7851127991.63672","8279481014.99175","8582588882.60989","8734161827.57353","9253098954.27769","9627720629.70522","10122472590.172","",
"South Asia","SAS","GDP (current US$)","NY.GDP.MKTP.CD","47172093787.3014","50333258390.0248","53723107291.0793","60428041357.0686","69181538977.9249","74298708606.8258","62476963477.0646","68735388740.8182","72041947230.4336","79197830852.5328","85739817096.5706","91198574992.9848","91683239018.0801","104815598487.556","126976006269.799","135911848514.718","132651726052.559","153604372185.003","174778829608.019","195756940688.288","236039144469.704","250220927476.369","258876797993.566","274041685077.457","272766689592.131","296607983649.698","314138292882.193","348804397195.786","374801545442.277","378236580071.9","407199618240.666","362272388524.884","384744238020.394","381109482761.827","432336029562.816","479862245751.71","524983483232.182","550725909693.104","558438177755.212","598343804724.095","630429061929.228","645870273837.063","677627487567.086","791002717916.674","917089339402.252","1050585317863.97","1196088039743.31","1504193483987.56","1527472606190.11","1683456769133.31","2060781195903.17","2271837830662.84","2297332203012.9","2357132410757.71","2581822536189.37","2697257683468.99","2924355490449.93","3347019816218.73","3446629610783.08","3597970348647.58","",
"Saudi Arabia","SAU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","4187777711.11111","4485777644.44444","5377333333.33333","7184853347.5974","9664157498.5524","14947391140.1284","45412957746.4789","46773368205.5947","64005665722.3796","74188249978.724","80265619484.6452","111859676267.555","164541738058.737","184291796008.869","153239017560.236","129171635311.143","119624858115.778","103897846493.65","86961922765.3254","85695861148.1976","88256074766.3551","95344459279.0387","117630271802.403","132223268491.322","137087876662.216","132967901415.22","135174886488.652","143343036341.789","158662398744.993","165963557409.88","146775498080","161716960000","189514926213.333","184137469733.333","189605920240","215807655253.333","258742133333.333","328459608764.111","376900133511.348","415964509673.115","519796800000","429097866666.667","528207200000","671238840106.667","735974843360","746647127413.333","756350347333.334","654269902880","644935541440","688586133333.333","786521831573.333","792966838161.659","",
"Sudan","SDN","GDP (current US$)","NY.GDP.MKTP.CD","1307333333.33333","1419333333.33333","1541666666.66667","1568333333.33333","1611333333.33333","1679333333.33333","1723000000","1865666666.66667","1947333333.33333","2144333333.33333","2437666666.66667","2656000000","2882000000","3571666666.66667","4595000000","5598000000","6979333333.33333","8704000000","7670500000","9032250000","7459833333.33333","10016500000","9240000000","8230153846.15384","9701357142.85714","12403733333.3333","15769062500","20155555555.5556","15399166666.6667","15291507936.5079","12408647540.9836","11379222222.2222","7034219712.52567","8881785938.48085","12794192334.2541","13829744878.6366","9018243044.45155","11681494637.3041","11250327988.0478","10682045258.3647","12257418326.0734","13182979783.533","14803189092.7044","17646503525.1743","21457470202.7839","26524538565.7403","35822408611.5588","45898948564.0593","54526580231.5568","49957202646.4102","61739815526.5181","57891984839.8169","52766720138.7383","57730424385.3149","64941775064.7633","74294471279.4565","51772232494.854","45379127306.436","26078607538.5703","18902284475.6054","",
"Senegal","SEN","GDP (current US$)","NY.GDP.MKTP.CD","1003692374.55789","1058975265.58883","1085475573.48959","1122139637.25693","1188930567.71363","1210058396.0603","1246908373.74285","1246480958.51385","1309384830.19071","1245234806.89546","1297407828.60957","1339548823.66855","1620857277.19338","1863398448.32592","2099324949.84605","2830388404.87845","2869777812.41008","2938046307.22894","3280354339.39341","4084878667.85616","4435050396.67262","4021697233.39403","3936758681.58343","3512053232.03566","3425127373.36713","3750056424.49274","5304238012.67971","6381385759.78027","6311054901.48841","6219793532.55875","7237100724.34196","7111252865.84624","7602005274.43616","7189226453.28161","4908415368.782","6176312552.1388","6413189839.20318","5915250258.27977","6368265193.69888","6512207622.19727","5924239700.81588","6174898370.14018","6752510282.95744","8683229268.11979","10167441854.4694","11022821631.8674","11847848224.8947","14285970085.1384","16949789464.5284","16248212852.2153","16230887978.4994","17902207621.6248","17824398468.8858","18965572150.2913","19797254643.1212","17774766636.0459","19040312815.1337","20996564751.5994","23236007428.2582","23578084052.0147","",
"Singapore","SGP","GDP (current US$)","NY.GDP.MKTP.CD","704756304.717104","764634783.744937","826244609.95688","917614007.578727","894159153.273226","974650463.870378","1096432771.46217","1238043904.35123","1425715405.72325","1659904612.57023","1920586698.02692","2263785443.61688","2721440980.75851","3696213333.33333","5221534955.64418","5633673929.99302","6327077974.10703","6618585073.66035","7517176354.84135","9296921723.83465","11896256782.8566","14175228843.6391","16084252378.473","17784112149.5327","19749361097.965","19156532745.7691","18586746056.9974","20919215578.2125","25371462488.1292","30465364738.6206","36144336768.7023","45466164978.2923","52130263965.6231","60603478153.2368","73690847191.3055","87810991957.1046","96295886524.8227","100124191810.345","85728310229.4455","86284660766.9617","96074477958.2366","89794943349.8912","92537752708.5893","97645448283.7791","115035498757.543","127807618360.971","148630373214.173","180941941477.009","193611986712.842","194152286008.938","239809387605.427","279351168707.267","295087220933.024","307576360584.992","314851156183.411","308004146057.608","318652334419.11","341863349989.138","373217081850.534","372062527488.638","",
"Solomon Islands","SLB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","25203524.0325638","28084252.7582748","28606411.398041","","50056882.8213879","40606712.050639","55272108.8435374","84539332.282562","74617096.4785967","83099107.9066357","93147039.2548237","111022089.96223","151270207.852194","168715353.097132","187313261.319237","188446092.06055","180219397.527425","252806783.386983","232306861.156132","210737869.652598","238606299.605651","310684273.709484","332286760.858189","302515026.890225","320355090.61441","378778047.197842","410923236.189102","464756638.512487","519334096.714525","565163750.56079","567919502.811483","471177008.057148","482214092.308964","435103853.485036","400463452.065176","341661643.551446","332738245.913215","375111894.932329","413909879.281265","456705433.996978","516074228.959749","608229326.656255","597765363.128492","681151193.502387","932725583.343148","1063879445.83424","1129787198.20326","1172268300.95047","1154650068.85921","1230459714.14912","1309631133.19979","1395608475.32223","1425074225.77798","",
"Sierra Leone","SLE","GDP (current US$)","NY.GDP.MKTP.CD","322009471.56704","327834680.557103","342721579.817636","348546952.134368","371848114.747956","359379856.248057","375479849.80806","348795303.000385","329860091.944037","408690163.476065","434410373.76415","419549425.077086","465381089.98454","575230234.387058","648590642.939888","679335901.117451","594895672.333848","691777758.395115","960728338.93643","1109374722.08294","1100685844.92284","1114830471.91787","1295361885.92419","995104305.347074","1087471861.98928","856890498.625834","490181456.62441","701307602.28443","1055083945.37738","932974411.917142","649644826.800447","779981458.921489","679997997.597117","768812334.801762","911915970.683484","870758739.40678","941742152.709895","850218033.622007","672375927.347148","669384768.87263","635874002.198748","1090467712.30773","1253340519.53311","1385810072.19217","1448536630.88143","1650494366.99875","1885112201.85278","2158496872.85796","2505458705.03338","2453899846.88317","2578026297.15912","2942546781.04548","3801862611.36414","4920343194.99339","5015157815.73406","4218723875.1379","3674794530.18956","3739577973.23943","4085114794.22324","3941474310.76913","",
"El Salvador","SLV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","877720000","929520000","976200000","1009760100","1049400000","1132920000","1186120000","1263720000","1442320000","1665880000","1884120100","2328280100","2941640100","3127960000","3463639900","3573959900","3437200200","3399189100","3506347800","3661683400","3800368600","3771663200","3958045800","4189880000","4372215300","4817542204.02673","5252342400","5813399300","6680269200","7679384000","8921947100","9586327800","10221705900","10936669900","11284197000","11784927700","12282533600","12664190300","13243892200","13724810900","14698001400","15999886400","17011750900","17986890000","17601620000","18448000000","20284000000","21386000000","21990970000","22593480000","23438240000","24191440000","24979200000","26117400000","27022640000","",
"San Marino","SMR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1109098657.57511","1005159388.24397","1077413479.05282","1168269230.76923","1464326160.8154","1723750000","1785847531.40157","1908167105.75837","2185874623.59704","2393437820.41892","2056126701.86163","1881214370.93994","1813752783.96437","1604779647.95066","1678841811.66158","1673973694.69908","1419061355.81937","1468895284.48085","1528468142.79259","1637931034.48276","","",
"Somalia","SOM","GDP (current US$)","NY.GDP.MKTP.CD","180459936.776025","191659914.376034","203531927.547229","216145935.941626","229529912.668035","243724533.172801","257374455.753265","271780364.837811","286718279.690322","306357284.571429","322600009.142857","331102742.193418","416942436.927838","507028428.241662","467577432.247816","710850226.528991","807275808.737093","498550873.043478","564986059.668508","590419855.11811","603592656.822209","699112266.835764","774419569.699066","733901365.935354","788307213.438235","876404617.656501","930318705.332201","1009792724.39772","1038291284.49695","1092392963.199","917044228.012679","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16832627118.6441","21818026070.7635","25676504913.4854","19457979423.376","19388672126.2273","6875844403.38854","12960538723.7591","17120906918.3503","22482365321.7656","26141969873.9667","27683225959.2468","32482070360.3204","43170990616.4729","52194221468.5007","45162894380.9318","41819468691.8251","49258136128.9672","43309252921.0567","48394238300.4008","47062205546.5","39628549949.7295","40630392018.541","44120425319.8576","50597289146.7041","51409167350.7548","",
"Sub-Saharan Africa (excluding high income)","SSA","GDP (current US$)","NY.GDP.MKTP.CD","29778322464.165","30942405942.0835","33524213200.2385","38407931792.8028","37509722775.4866","41772259458.8811","45074354237.1816","44555341760.7859","47653388590.2433","54541796787.3304","64122529702.0327","65238810732.1655","73591145769.5807","94083415417.1022","123019773875.641","135593023080.33","147267986014.839","161746709286.317","178637487718.254","214995127828.883","271532792971.8","380008899936.62","349460474541.133","304147417754.853","265661384414.607","251038796010.991","257398525710.27","293593204711.702","302304907316.689","300423444453.878","337210343779.361","341879626350.326","336905312281.837","313558468102.679","308226398490.296","353530218477.218","365228949061.361","379841874512.918","366437119663.556","370538741887.235","394604320808.484","376494726708.24","410631981501.371","514842514695.296","641590534139.953","762767625770.073","907328723196.711","1053635839716.92","1207826911649.45","1151225791278.36","1369751319010.97","1546179340750.05","1622143823542.59","1730883249452.47","1812804721994.76","1652782838246.72","1524452375174.81","1624372548153.57","1698100832536.87","1739115379284.58","",
"South Sudan","SSD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14586253383.0632","12231264525.0671","14602072410.9506","14907308932.7534","11931472169.4915","18426469016.9492","13962212847.4576","11997800760.2242","","","","","",
"Sub-Saharan Africa","SSF","GDP (current US$)","NY.GDP.MKTP.CD","29929114038.3786","31098083573.1125","33692973747.3409","38600645097.4463","37699952849.6065","41982372283.54","45300633105.6011","44779441017.6997","47891153305.1211","54811755884.8981","64438892138.4116","65564267784.2717","73964820270.7489","94558595632.7161","123635396204.122","136271855522.377","148002320347.805","162620746084.968","179736167975.207","216332331500.33","272764639342.119","381203997292.353","350594523396.121","305312817096.759","266796446462.26","252236223359.068","259040741346.976","295700479699.613","304709458510.208","302898612887.473","340225239743.265","345108322427.13","340568757566.376","317306040920.923","312286847566.398","358095575224.339","370174808155.364","384608119898.277","371233538242.653","375526123782.597","399904372078.616","381754123438.93","416194203628.348","521388595252.482","649029124602.309","770181349479.695","915370925877.674","1062813962374.25","1218783696166.33","1161200857415.51","1380722711234.26","1558761240263.5","1634869239546.74","1744337040678.45","1826947093216.37","1665849283759.4","1538123696903.43","1639171578758.92","1713887508951.01","1755011419750.85","",
"Small states","SST","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","7898249535.36992","8885376369.59553","10470527422.3886","13047671735.8013","20267640628.1513","23071702068.2959","26336537268.7224","29908093701.932","32156116610.0116","39905111806.406","53072512036.7284","54839547173.3354","54580423948.6363","52816555126.7925","52408839392.7698","50481620877.831","49546534861.4317","56606385887.7583","62383319450.2534","64921934535.1623","75070435219.7735","76623338233.7419","81567260636.9725","80393122063.3589","84451123151.6809","95555782918.7505","101640795216.333","108854963156.538","108683237384.374","116565737218.927","128943566781.611","129445366074.627","138530720391.668","165664381404.284","199445129329.402","237638030300.205","275591279330.821","330821669772.081","398318286531.853","341114155579.314","391952751502.153","473003770694.571","493116628979.981","512604337788.634","528792943526.731","451052672793.54","443426400009.11","484048521232.165","533934645661.518","525221276646.776","",
"Sao Tome and Principe","STP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75951210.6852445","85171308.1654435","102085583.465275","114582561.627097","136450274.673234","142775597.255916","149146423.083742","188021190.592847","187820464.571058","197454066.794244","233213982.942648","252560781.187724","302924710.0271","348941715.764849","318266475.3334","347544771.975132","375040835.10034","422295934.152254","429016605.208205","",
"Suriname","SUR","GDP (current US$)","NY.GDP.MKTP.CD","99650000","107700000","116150000","125950000","134400000","154150000","190350000","220700000","241350000","259650000","274900000","301000000","311950000","339450000","409850000","465500000","505500000","641500000","735500000","782500000","795000000","889000000","915000000","883500000","864000000","873000000","891000000","980000000","1161000000","542600000","388400000","448100000","404600000","428764705.882353","605492537.313433","691590497.737557","861411471.321696","926422500","1110850000","886290697.674419","947671969.69697","834279357.798165","1093574468.08511","1274190311.41869","1484092538.40527","1793388732.29125","2626380435.17877","2936612021.85792","3532969034.60838","3875409836.06557","4368398047.64333","4422276621.78703","4980000000","5145757575.75758","5240606060.60606","4787367928.11777","3128953536.91038","3210064505.78949","3458090452.26131","3985250737.46313","",
"Slovak Republic","SVK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12747380523.1082","14272201508.221","15495514426.1871","16520676622.1598","20162935816.8229","25840146405.2288","27925036755.3866","27706028095.6157","29856000671.216","30453383763.0514","29169953012.7142","30752150335.5705","35130340673.8189","46816589164.7856","57332015147.7527","62785305310.2848","70708098105.6329","86454081576.7862","100469509301.304","89046289247.0131","90183986821.6439","98997521242.3941","94416582465.2848","98723944143.6938","101171217100.824","88457167724.277","89640616270.8866","95481955557.6908","105820499976.721","105422304975.576","",
"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18198205508.4746","13263688695.6522","13101056603.7736","13258920423.2804","15049621395.3488","21352223817.226","21507233002.8329","20763101590.6363","22146232111.9446","22711383651.9446","20289627636.6767","20876309575.5183","23489889975.0623","29634713062.594","34414784504.2352","36206396343.7383","39481044912.8089","48006373117.9852","55552508715.3948","50368056543.4843","48161250935.0166","51516367349.8866","46580457470.2769","48401896409.9842","49930685013.4603","43090173061.9713","44651537259.9731","48561672400.8437","54034358544.2622","53742159516.9278","",
"Sweden","SWE","GDP (current US$)","NY.GDP.MKTP.CD","15822585033.5764","17212686614.5726","18667251380.0746","20204870629.7441","22532416750.0125","24795499685.775","26971486546.2848","29275995674.6888","31066819929.2853","33738102482.1558","38092452021.9593","41566412922.6087","48954145850.8315","59404966707.1188","66013338942.1994","82885397596.4549","89362071672.9034","94468740784.5412","104442351222.751","123386410067.412","142092068233.403","129686938164.079","114380557699.042","105014356653.754","109201362605.479","114123537523.681","150498057779.774","183009638335.121","206986674500.588","217948315686.609","261846194532.676","274229034344.771","284321115560.287","212953336588.123","229033566614.826","267305875261.099","291743811512.079","268146144677.73","270809066780.714","274072182416.731","262835454366.855","242395852494.409","266849061835.659","334337212322.076","385118044877.465","392218088878.779","423093437423.762","491252589217.021","517706149201.196","436537014293.554","495812558843.31","574094112972.733","552483727282.802","586841821796.891","581964017237.095","505103781349.757","515654671469.547","541018749769.097","555455371487.089","530832908737.862","",
"Eswatini","SWZ","GDP (current US$)","NY.GDP.MKTP.CD","35076158.4768305","43025199.4960101","45927061.4587708","54128377.4324513","64979280.4143917","70278594.4281114","76858462.8307434","74758504.8299034","79798404.0319194","105417891.642167","112137757.244855","136465324.384787","146741251.46351","221902017.291066","264311994.113319","288302907.369844","272539098.436063","304047838.086477","340616375.344986","412093133.760988","542000513.610683","571542674.577818","537575980.843618","555336145.767884","494475699.857656","361014890.45841","449146608.315098","584135559.921414","692016714.317132","696915430.663057","1114703088.1614","1156141998.33412","1284766234.2216","1357206995.74624","1419293454.99606","1698982437.76019","1602760100.48147","1716699913.19444","1576904292.4588","1547884442.26205","1738100853.05052","1542477355.35654","1432228172.702","2197612767.195","2770082822.46579","3178126554.80949","3291353806.39445","3469363925.39813","3294093364.16017","3580417161.33448","4438778547.23269","4820499497.32134","4886658806.33374","4597702903.12892","4422304974.7989","4073390989.81887","3840677845.0034","4446248676.29633","4710618470.04358","4405405802.44294","",
"Sint Maarten (Dutch part)","SXM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD","12012025.2477875","11592024.3649283","12642026.5718964","13923029.2643975","15393032.3541529","15603032.7955465","16443034.5611211","16632032.8140183","16074027.3496039","16452027.9927637","18432031.3616959","21965951.7213048","30645121.0129499","36896278.2235629","43134498.6929657","47803145.9560303","49278979.5471457","64526398.6585361","85552369.914184","127261099.24396","147357222.779802","154902869.02139","147912069.76575","146712850.509248","151313241.982492","168887539.130818","207850623.637094","249267039.782675","283828769.029925","304832867.393246","368584758.942457","374359556.084926","433667193.814795","473916819.453826","486451204.557142","508221508.221508","503068472.20266","562958836.519905","608369282.225727","622985493.682733","614879764.780006","622262057.191635","697518248.175182","705704816.042365","839319927.272727","919103254.545455","1016418229.25159","1033561654.0568","967199593.960157","847397850.094417","969936525.298729","1065826669.89742","1060226125.62616","1328157608.83087","1343007841.37616","1377495052.12916","1426651766.47613","1524486801.19044","1586008996.62616","1698843062.76141","",
"Syrian Arab Republic","SYR","GDP (current US$)","NY.GDP.MKTP.CD","857704431.686497","945244992.211306","1110565863.53737","1200447429.35563","1339494290.42432","1472036550.70992","1342287556.59602","1580229795.10881","1753746369.66049","2245011571.98652","2140383695.94618","2589851693.01656","3059682162.06566","3239488104.60091","5159557176.25012","6826980766.8048","7633528920.63247","7696011359.94156","9275203105.57946","9929682184.32718","13062421024.9337","15518199247.3393","16298905397.0701","17589184556.6946","17503082982.2832","16403544510.5268","13293209270.1036","11356215712.9326","10577042354.799","9853396225.58749","12308624283.9787","12981833333.3333","13253565898.9558","13695962019.2084","10122020000","11396706586.8263","13789560878.2435","14505233968.8716","15200846138.4615","15873875968.9922","19325894913.1254","21099833783.503","21582248881.6592","21828144686.0394","25086930693.0693","28858965517.2414","33332844574.7801","40405006007.2086","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358744800","366707910","409753640","485598810","578645760","721891470","773489740","862683630","703175750","686787810","728789570","715722770","740776770","823968140","893501650","950357510","962525840","1022312010","","",
