СОРТ ПИВА,ПИВОВАРНЯ,РЕЙТИНГ,ИЗМЕНЕНИЕ,ЧЕКИНОВ
Егор (Egor),Zagovor Brewery,4.08,↑ +2042,31
Charisma Passion Fruit,Brewmen,4.08,↑ +1164,31
Oak Smoked Tomato Gose Light Chili Italian Edition,Salden's Brewery,4.08,↑ +708,19
RedBerry Construct,Big Village Brewery,4.08,↑ +1258,16
Daily Life,Та-Та,4.08,↑ +788,23
Бунинъ. Том 4,Brewlok Brewery,4.07,↑ +337,17
Egor BA 2020 - Bourbon ,Zagovor Brewery,4.07,↑ +475,307
"Piano, Piano BA",Steppe & Wind Meadery (Степь и Ветер),4.07,–,49
Tiramistout,Victory Art Brew,4.07,↑ +599,7
Morning Alternative,Big Village Brewery,4.07,↑ +253,25
Крылы Доблесці,Rewort Brewery,4.07,↑ +244,47
Dark Reality,Velka Morava,4.07,↑ +496,62
Hard Seltzer. Raspberry × Mint,Symbiotica by AF Brew × BSG,4.07,–,52
Tkhili,Brew Division,4.06,–,8
SVOI OctoberBeer,SVOI Brewing,4.06,↑ +2573,4
Grapefruit Mead,Steppe & Wind Meadery (Степь и Ветер),4.06,↑ +262,92
Фо (Phở bò) ,Hophead Brewery,4.06,↑ +1163,93
Двойная доза [Banana + Guava + Mango],4BREWERS,4.06,↑ +423,480
Mangoliers,Zagovor Brewery,4.06,↑ +433,129
Небо над Тагилом (Sky over Tagil),Bakunin Brewing Co.,4.06,↑ +1269,9
Belgian Strong Ale (Bourbon Barrel Aged),Salden's Brewery,4.06,↓ --100,18
Midnight Porter,New Riga's Brewery,4.06,↑ +1100,18
Юбилейный (Anniversary),Bakunin Brewing Co.,4.05,↑ +338,28
Tropical Slasher,Selfmade Brewery,4.05,↑ +508,271
Algorithm: Maple + Caramel,Zagovor Brewery,4.05,↑ +365,59
Gipsy Boy & Apple Monster BA Tempranillo,Заповедник,4.05,↑ +2006,5
Russian Imperial Stout,Trigger,4.05,↑ +4637,5
No Drama,HumptyDumpty,4.05,↑ +546,5
Surf In A Big City,Zagovor Brewery,4.05,–,99
Hyperborea,One Ton Brewery (Пивоварня Одна Тонна),4.05,↑ +244,32
Щи (кислые похмельные как у бабушки),Hophead Brewery,4.05,↑ +246,239
Chelada X2 Chili.,RMBrew,4.05,↑ +431,82
 V.III,Jaws Brewery,4.05,↑ +349,22
Brainwasher,Knightberg,4.05,↑ +379,11
Королева жезлов / Queen of Wands,Пивоварня Чаща / Thicket Brewery,4.04,–,51
Déjeuner Sous Balles BA Jack Daniels X Love & Squalor,Токсовская Сидрерия (On The Bones),4.04,–,57
Citra & Mosaic DIPA / Extra Hops Series,Salden's Brewery,4.04,↑ +2148,6
Якуб Колас,Brewlok Brewery,4.04,↑ +325,6
Святой Домкрат. Vintage 2018,Токсовская Сидрерия (On The Bones),4.04,↑ +685,12
Долина реки Искона,Yablochny Spas (Яблочный Спас),4.04,↑ +3075,6
Fluffy Smoosh: Guava & Raspberry,Black Cat Brewery,4.04,↑ +506,155
"Smoothie You Deserve: Guava, Passion Fruit & Mango",DIETA / ДИЕТА,4.04,–,460
Baloon,Red Button Brewery,4.04,↑ +299,32
Dandy Rover,GAS Brew,4.04,↑ +1223,33
RAVNODENSTVIE,Vasileostrovskaya Brewery (Василеостровская Пивоварня),4.04,↑ +981,7
Royal Apple Smoothie,LiS Brew,4.03,–,37
Не ходи по грядкам,Brew Barrel,4.03,–,8
Dark Mentor Tonka Beans & Coconut,Stamm Brewing,4.03,–,17
Another Million Minutes On Raspberry,AF Brew,4.03,↑ +1439,17
Monoplay Citra,Stamm Brewing,4.03,↑ +409,111
Lost Planet: Strawberry & Basil,Sabotage,4.03,↑ +576,169
Томатный Суп с Каролина Рипер (Carolina Reaper Tomato Soup),Hophead Brewery,4.03,↑ +1110,18
Tomato Method (Smoky Hot Edition),Selfmade Brewery,4.03,↑ +342,135
600,Brew Division,4.03,↑ +232,9
Zhigulevskoe Nefiltrovannoe (Жигулевское Нефильтрованное),Zhigulevskoe Pivo (Жигулевское Пиво),4.03,↑ +2006,9
Consider Me With Dark Berries,Zagovor Brewery,4.03,↑ +189,142
Святой Домкрат (Vintage 2018 | Special Blend: Batch #6 & #10),Токсовская Сидрерия (On The Bones),4.03,↑ +85,29
Хармс \ Kharms,Brewlok Brewery,4.03,–,215
"SANDY CAPE white peach, blackberry",GUSI,4.03,↑ +2013,10
Jazzy Walk,Wild Lab,4.02,–,12
Bitter End - DDH DIPA,Zagovor Brewery,4.02,↑ +449,139
Russian Imperial Stout (barrel # Madeira),Konix Brewery,4.02,↓ --100,28
Кислый парень [BCD],4BREWERS,4.01,–,18
Hell Man: Hot,CHIBIS Brewery,4.01,↑ +474,64
Beauty & Health: Cerise & Framboise,DIETA / ДИЕТА,4.01,–,647
MANGO SMOOTHIE,Brewmen,4.01,↓ --474,50
Russian Imperial Stout (barrel #2),Konix Brewery,4.01,↑ +821,27
Daenerys,Stamm Brewing,4.01,↑ +231,325
CitraCitraCitra,Wild Lab,4.01,–,712
Выборг Домашнее Живое Нефильтрованное,Heineken Brewery (Объединенные Пивоварни Хейнекен),4.0,↑ +4448,1
M Superstrong (М Суперкрепкое),Zavod Pivovarenny Morshansky (Завод Пивоваренный Моршанский),4.0,↑ +3699,1
Banana Trip,Selfmade Brewery,4.0,↑ +3578,1
NEON Dreamer,Big Village Brewery,4.0,–,1
Black N Milky,Konix Brewery,4.0,↓ --347,1
Скрытый смысл [Blueberry Coconut],4BREWERS,4.0,–,1
Transgression,Rewort Brewery,4.0,↑ +660,3
«В.Г.В.Д.» (Всѣ городовые – внѣбрачныя дѣти),Craft Brew Riots,4.0,↓ --348,1
Буян,Green Basement Brewery,4.0,↑ +2344,1
Маскарад (Masquerade),Bakunin Brewing Co.,4.0,–,1
Lis Da Pes,LiS Brew,4.0,↓ --348,1
All In: Citra,Bakunin Brewing Co.,4.0,–,1
Show & Prove,Bakunin Brewing Co.,4.0,↑ +4450,1
Tyumenskoe Svetloe (Тюменское Светлое),Ochakovo (Очаково),4.0,↑ +4817,2
Versatility,Solbirs Brewery,4.0,–,1
Go Away & Come Back,Big Village Brewery,4.0,–,1
Brooklyn IPA,Salden's Brewery,4.0,–,1
Make Cocktails Great Again: Piña Colada!,DIETA / ДИЕТА,4.0,↓ --335,2
Generation Y,Plan B Brewery,4.0,↑ +857,1
Frank Grapefruit IPA,Konix Brewery,4.0,↓ --513,2
Braus (Браус) Янтарный эль,Lakinsky Pivzavod (Лакинский Пивзавод),4.0,↑ +4127,1
Before I Forget,COVEN Brewery,4.0,↑ +2411,4
Night Watch IV PX Naga Ed,Velka Morava,4.0,↑ +1191,13
Keyslim [2016] BA Edition,Clute,4.0,↑ +143,2
Labeerint of the Minotaur #3,LaBEERint Brewery,4.0,↑ +2413,1
American Pale Ale,Wolf's Brewery (Волковская Пивоварня),4.0,↑ +2413,1
Golden Joker Whiskey & Cola,Объединенные Пензенские Водочные Заводы,4.0,–,1
Sin Cera,Pivot Point,4.0,–,1
Sweet Deal,Selfmade Brewery,4.0,↑ +1456,13
Абанамат 2019,Заповедник,4.0,↑ +692,1
Дым (Smoke),Bakunin Brewing Co.,4.0,–,1
ΣΥΝΕΡΓΙΑ / Synergy Rum Edition,One Ton Brewery (Пивоварня Одна Тонна),4.0,–,1
Синяя Яма,Gubaha Brewery (Губахинская Пивоварня),4.0,↑ +5031,2
Vermont IPA 1516,1516 Pub & Brewery,4.0,↑ +1728,2
KisloRoad (персик/корица),Vodolaz Brewery,4.0,–,1
Twin Pigs,IsKra Brewery,4.0,↓ --328,1
Русский Квас,Hmeleff (Хмелефф),4.0,–,1
Old Forest,Zavod,4.0,↑ +4461,1
Apple Cider,Trigger,4.0,↑ +3548,3
I REMEMBER YOU,COVEN Brewery,4.0,↑ +4465,5
Batch #1 - Foreign Extra Stout,Bakunin Brewing Co.,4.0,–,1
Distortion,Jaws Brewery,4.0,↓ --323,1
Egor BA: Whiskey,Zagovor Brewery,4.0,–,1
Ananas Icon Cider,Ashram Cider,4.0,↑ +2463,1
G.see Stream,XP Brew,4.0,↑ +3618,2
Belgian Sour Ale,Salden's Brewery,4.0,–,1
Mandarini,Sonya Krivaya Brewery,4.0,↑ +2474,1
Woomera,Wild Lab,4.0,–,14
Trekhgornoe Spicy Ale 2018 / Oak Chips Edition (Трехгорное Пряный Эль 2018 / На Дубовых Стружках),Moscow Brewing Company (Московская Пивоваренная Компания),4.0,↓ --320,1
Wild Barrel Guelder Rose,Gletcher Brewery (Глетчер),4.0,↓ --320,2
Irish Brown Ale,Tomskoe Pivo (Томское Пиво),4.0,–,1
Меланхолия (Melancholy),AF Brew,4.0,↑ +4469,1
Black Beard,Stamm Brewing,4.0,↑ +5020,2
Лось и Кедр. V.1.0 (Версия 1.0),Лось и Кедр (Moose & Cedar),4.0,↑ +1632,3
Смородиновый портер (Porter Smorodina),ПЗ Канцлеръ,4.0,–,1
Barleywine Old Fashioned,Заря,4.0,–,1
Mind Maze,Rewort Brewery,4.0,↑ +1899,6
Double IPA,Sparrow's Brewery,4.0,↑ +434,1
DAO,Landau Beerlab,4.0,↓ --307,1
Citrus Clash,Пиратская Пивоварня Йохохо,4.0,↑ +855,2
Leftöver Cracker,Zagovor Brewery,4.0,–,1
Smoker BBQ Revenge 357 Extra Hot Ed. ,Brew Fiction,4.0,–,1
Nemetskoe Temnoe (Немецкое Тёмное),Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),4.0,–,1
Má Là Equinox,AF Brew,4.0,–,2
Якудза (Yakuza),Hophead Brewery,4.0,–,1
Rioja Red Wine Barrel-Aged American Barleywine,Salden's Brewery,4.0,–,1
Yara-Ma-Yha-Who (Лупулиновый Упырь),Stamm Brewing,4.0,↓ --300,1
KINGPIN,Ostrovica,4.0,–,1
Big Trip,Oka River,4.0,↑ +425,1
Аннигиляция,Big Village Brewery,4.0,↓ --294,1
Fire In the Darkness,Rewort Brewery,4.0,↑ +87,2
TATLIN Cryo Hops Mosaic,084Brewery,4.0,↑ +2572,2
Heartless Bitch,Gravity Project,4.0,↑ +860,1
A.M.,Red Button Brewery,4.0,–,1
Porter (Портер),Пивоварня Мюнхель (Münhell Brewery),4.0,↑ +2576,2
Скрытый смысл [Strawberry Coconut],4BREWERS,4.0,–,1
BACKHAND,Big Village Brewery,4.0,↑ +2575,1
Beetle Juice,3BeesBrew,4.0,↑ +2577,1
Stout vanilla-bourbon,Заря,4.0,–,1
Baltic Porter v1.0,Zavod,4.0,–,1
Немецкий Вайсбир (Пивное ателье),Baltika Breweries (Балтика),4.0,–,1
"Крепкий полусухой сидр с каркаде и изюмом, вымоченным в портвейне",Пётр Петрович (Petr Petrovich),4.0,–,1
Apple Cider Dry-hopped With Mosaic Hops,Salden's Brewery,4.0,–,1
"Piano, Piano",Steppe & Wind Meadery (Степь и Ветер),4.0,↑ +320,33
Passionfruit Cider,Ashram Cider,4.0,↑ +528,4
Mental Health [Black Currant],4BREWERS,4.0,–,1
Jaws_bock.lgr,Jaws Brewery,4.0,–,1
"Zabava - Lime, Strawberry & Raspberry ",Bottle Share,4.0,–,1
Flight 859,Jonathan Brewpub,4.0,–,1
Два путя Dry Hopping,Konix Brewery,4.0,–,1
India Pale Ale (Columbus & Citra),Custom Brewery,4.0,↑ +4476,1
Raspberrys Limits,Ostrovica,4.0,–,1
Gem,Pivot Point,4.0,↑ +2584,1
Clockwork Pumpkin,Zagovor Brewery,4.0,–,1
Oh My Sour Mead Gose,Red Button Brewery,4.0,–,1
Маяковский,Brewlok Brewery,4.0,↓ --278,2
Wheat Sunrise IPA,MANFAS Brewery,4.0,–,1
Allure,Pike Season Brewery,4.0,↑ +848,3
Milk Stout,Custom Brewery,4.0,–,2
Pale Ale,Stary Zavod (Старый Завод),4.0,–,1
FERRIS WHEEL,Big Village Brewery,4.0,–,1
Russian Imperial Stout aged in Jack Daniel Barrels Batch #7,Salden's Brewery,4.0,↓ --516,1
Pumpkin Shake,Victory Art Brew,4.0,–,1
Dont Stop Your Music,Big Village Brewery,4.0,–,1
Баварский Дункель,Gubaha Brewery (Губахинская Пивоварня),4.0,↓ --279,1
Mediasphere,Big Village Brewery,4.0,↑ +4981,1
G.see Spirit,XP Brew,4.0,↓ --275,1
Memento,Bakunin Brewing Co.,4.0,–,1
Bearbecue,Selfmade Brewery,4.0,–,1
APA,Ostrovica,4.0,↑ +1577,5
A Story,Та-Та,4.0,↑ +1415,2
Вброс [Galaxy],4BREWERS,4.0,↑ +2642,1
Boiling Point,BrewT!,4.0,↑ +841,5
Meadbusters,Selfmade Brewery,4.0,↑ +841,1
Dazzle Puzzle (Peach Ed.),Big Village Brewery,4.0,↓ --275,2
Electrolyte Black Currant & Raspberry,Black Cat Brewery,4.0,–,1
"Speak easy, Американский Летний Пилснер",Пётр Петрович (Petr Petrovich),4.0,↑ +385,2
Raskolnikov Imperial Stout Vintage Edition 2017,Craft Brew Riots,4.0,↑ +559,1
Jack Rye,ID Brewery,4.0,–,2
Double Vision,IsKra Brewery,4.0,↓ --264,1
Milky Wave,Brighton Brew,4.0,–,1
Analog Dream,Rewort Brewery,4.0,↑ +1250,1
Attack of the Claws,Ostrovica,4.0,↑ +2685,1
American Pale Ale 2,Prokhoroff,4.0,↓ --263,1
5 Crowns Темное,Afanasy (Афанасий),4.0,↑ +3731,2
Mind Ever Win (M.E.W.) Grapefruit,Brew Division,4.0,↑ +2696,1
Spicy Day,Big Village Brewery,4.0,–,1
Mass Infection V2,DaLi Brewery,4.0,–,1
Pacific Mix,Zavod,4.0,–,1
На краю ночи Coconut & Vanilla Ed. (BA Cognac),Big Village Brewery,4.0,↓ --249,3
Schnapsbier,Karl & Friedrich (Карл и Фридрих),4.0,↑ +2707,1
Имперский Стаут,Augustine (Августин),4.0,↑ +28,1
Amadeus Dark,Amadeus Brewery,4.0,↓ --249,1
Лоботомия 777,AF Brew,4.0,↑ +2713,1
Pumpkin Ale,Gletcher Brewery (Глетчер),4.0,–,1
Sour Story,Selfmade Brewery,4.0,↑ +3468,1
SQUIRTDZH,Cosmic City,4.0,–,1
Grandma’s Borsch Spicy,Samovar Brew,4.0,↑ +1766,2
Konstruktor,Ostrovica,4.0,↑ +1399,2
Le Jardin Des Fruits Lambic Blackcurrant (Черносмородиновый),Medovarus,4.0,↑ +1665,1
Squat & Spot,Jaws Brewery,4.0,↓ --227,1
Quadrivium,Bakunin Brewing Co.,4.0,↑ +2738,2
Помидорка BBQ,Brew Barrel,4.0,–,1
"Dried, Pitted and Halved",Та-Та,4.0,↑ +3616,3
Luminophor,Big Village Brewery,4.0,–,1
Iroqués,Barbudos,4.0,↑ +2759,1
ВАСИЛИЙ ОСТРОВСКИЙ к 17-летию компании / VASILIY OSTROSKIY 17th Anniversary,Vasileostrovskaya Brewery (Василеостровская Пивоварня),4.0,–,1
King of the Bongo,Bottle Share,4.0,–,1
Медвежжуха Классическая,Мастер-Продукт-Алтай (Master-Product-Altay),4.0,–,1
Гренадер,Brewlok Brewery,4.0,↑ +846,1
Томатный эликсир,ЖУК,4.0,↓ --201,2
ПИво для ВАС,Gambrinus (Гамбринус),4.0,–,1
Проповедник IPA,Пивоварня Империал,4.0,↑ +2786,1
Art Nouveau Black Currant Gose,Plan B Brewery,4.0,–,1
ABC-Wit,Big Village Brewery,4.0,–,1
Благодей Окрошечный,Tomskoe Pivo (Томское Пиво),4.0,↑ +356,1
Midnight Moscow IPA,Zagovor Brewery,4.0,–,1
Sour Cola Marmalade,Hophead Brewery,4.0,↓ --618,1
Russian Imperial Stout (HC),Crazy Brew,4.0,–,1
Лють. Невымороженная,Brewlok Brewery,4.0,↓ --198,6
Rate My Batch #8,Bottle Share,4.0,↑ +59,4
Горная Медовуха Из Медовеевки,Endemic Mountain Brewery,4.0,–,1
STANDOUT,Ostrovica,4.0,↑ +2803,2
До-Фа-Ми-Н,RMBrew,4.0,↑ +2807,1
Face On Mars (Session IPA Simcoe),Rewort Brewery,4.0,–,1
De Kuiper Old Monk,Oka River,4.0,–,1
Cider Mango,Ashram Cider,4.0,–,2
Mass Infection. Wood Series by Cellar Master. BA Macallan 1 Y.,DaLi Brewery,4.0,↓ --195,2
Cuvee Special,Bullevie,4.0,↑ +3602,1
Zero Безалкогольный Pilsner,Частная Пивоварня ПетровичЪ,4.0,↑ +4491,2
Mosaic pils,Ермолаевъ,4.0,↑ +4149,3
Stereo Grapefruit,Zavod,4.0,↑ +3993,3
Mango Milkshake IPA,Solbirs Brewery,4.0,↓ --187,1
Mamanga,Brewerich,4.0,–,1
Hop 51 Tropical Order,Rock'n'Beer,4.0,–,1
Психо Daily,Victory Art Brew,4.0,↓ --185,1
MAD RIVER Smoothie,GUSI,4.0,–,2
Квант,Bakunin Brewing Co.,4.0,↑ +2833,1
Weizen,Дагомысская крафтовая пивоварня,4.0,–,2
Tropical Mystique,Brew Barrel,4.0,–,1
Сурское светлое,ЖУК,4.0,↑ +831,1
Russian Imperial Stout,Heartly Brewery,4.0,↓ --182,2
Milkshake DIPA With Blackcurrant Juice,Salden's Brewery,4.0,–,1
Скрытый смысл [Raspberry Coconut],4BREWERS,4.0,–,1
Медовуха Спасская Пряная с Мускатным Орехом и Корицей,Stary Zavod (Старый Завод),4.0,↑ +2833,1
Mead 2019 #2 Cherry,Prokhoroff,4.0,–,1
Maxbier Lager,Maximilian Brauhaus,4.0,↑ +3429,2
Жигули 1974,Brew Barrel,4.0,↑ +2835,1
Cream Armada,Wild Lab,4.0,↑ +4933,3
Switch OFF,CHIBIS Brewery,4.0,↑ +554,1
Christmas Ale,Konix Brewery,4.0,↑ +496,2
Red Cherry,Craft Beer Master,4.0,↑ +3269,1
Сидр Личи,Кафедра Сидра,4.0,–,2
Etude #3,Melody Brew,4.0,↑ +4492,1
High Dispersion [Idaho Gem + Mosaic],4BREWERS,4.0,↑ +824,3
Wild Thing,Green Street Brewery,4.0,–,1
"Chill, Lada",Cosmic City,4.0,–,1
Summer Motion,Big Village Brewery,4.0,–,1
OFFLOAD,Rewort Brewery,4.0,↑ +65,1
Bonita Bruna,XP Brew,4.0,↑ +822,1
Welcome To AleDorado,Schwarz Kaiser Brewery,4.0,↑ +2857,1
De Kuiper Rattenvanger,Oka River,4.0,↑ +378,54
I FELT YOUR SHAPE: MOSAIC & GALAXY,Ostrovica,4.0,–,2
Rapture,Bakunin Brewing Co.,4.0,↑ +2873,1
Maxbier Kriek,Maximilian Brauhaus,4.0,–,1
Breakfast Basics,Outline,4.0,↓ --174,2
Citra Rules (Цитра Рулз),Vodolaz Brewery,4.0,↑ +2876,1
Belgian Blond Ale,Konix Brewery,4.0,↑ +2877,2
Dont Call Me Now,Big Village Brewery,4.0,↑ +2880,2
Sour For the Masses,Brewlok Brewery,4.0,↑ +4822,1
Волна (Volna),Bakunin Brewing Co.,4.0,↑ +2886,1
Eat the Dust! DDH Amarillo,AF Brew,4.0,↓ --170,2
Basil & CO,Sonya Krivaya Brewery,4.0,–,1
Деготь,Bakunin Brewing Co.,4.0,↑ +3328,1
Imperial Cider Rioja Barrel Aged (23%),LaBEERint Brewery,4.0,↓ --165,1
Very Berry Harbor,Rewort Brewery,4.0,↑ +3562,2
Dispersion [Amarillo + Idaho Gem + Citra],4BREWERS,4.0,–,2
Старая Пигалица(Old Chibis). BA: Flor De Cana,CHIBIS Brewery,4.0,–,1
Lambic,Salden's Brewery,4.0,–,3
Raspberry Ale (Малиновый эль),Shagov'S Brewing Co.,4.0,–,1
Under Fire,Schwarz Kaiser Brewery,4.0,–,1
TRY TO FLY,Big Village Brewery,4.0,–,1
Either This Or Therapy,Rewort Brewery,4.0,↑ +2914,2
Street Justice // Citra,Zagovor Brewery,4.0,↑ +437,1
Crystal Weizen,ALIBI Brewery,4.0,↑ +4825,1
Farang Gang,Schwarz Kaiser Brewery,4.0,↑ +1087,1
HURT And VIRTUE,COVEN Brewery,4.0,↓ --167,1
Wasted Youth,Zagovor Brewery,4.0,↑ +1759,1
Тарокко (Tarocco),Bakunin Brewing Co.,4.0,↑ +2937,1
OPEN WATER,Big Village Brewery,4.0,–,1
Эплмёд (с лимоном и мятой),Applehead,4.0,↓ --152,3
Hop Water Music,Zagovor Brewery,4.0,↑ +1010,5
Smoothie You Deserve: Apricot & Mango,DIETA / ДИЕТА,4.0,↑ +2942,1
Nikola Dlya Okroshki (Никола Для Окрошки),Deka (Дека),4.0,↑ +4805,1
Пшеничное Светлое/Hefeweizen,One Ton Brewery (Пивоварня Одна Тонна),4.0,↑ +2956,3
ThreeXXXotic,One Ton Brewery (Пивоварня Одна Тонна),4.0,↑ +1339,1
IPAdress / IPAдрес,Pivzavod77 Brewery & Pub,4.0,↑ +2958,2
KEEP IT SIMPLE STUPID: Idaho 7,Ostrovica,4.0,↑ +2959,1
FRUIT MASH: Apricot & Guava,CHIBIS Brewery,4.0,–,1
Schult Медное,"Grenader Brewery (ООО ""Малоярославецкая пивоваренная компания"")",4.0,↑ +2960,1
Lemondrop Juice,Victory Art Brew,4.0,↑ +2978,1
Балтиец (Baltiets),Hophead Brewery,4.0,↓ --649,1
T and U (Dominicana Cocoa Neabs and Madagascar Vanilla Beans),Plan B Brewery,4.0,↑ +1594,3
Lökkö,Snowcap Brewing,4.0,↑ +26,1
Saldens Ale,Salden's Brewery,4.0,–,5
Dessert For Your Mom,Time Bomb Brewery,4.0,–,1
Tasmanian Diablo. Comeback,IsKra Brewery,4.0,↓ --142,1
IPA 70,Brewlok Brewery,4.0,–,1
Boomdarin,Brewerich,4.0,↑ +1333,1
Neutepils,Hops Farm Brewery,4.0,–,1
Hora Del Vermut,Green Street Brewery,4.0,↑ +3538,1
Senor Pepino Salado,IsKra Brewery,4.0,↓ --141,2
Жажда [APRICOT],4BREWERS,4.0,–,1
Gellert Poire,Gellert & Wild Goat,4.0,–,1
Afanasiy Porter (Афанасий Портер) (2018),Afanasy (Афанасий),4.0,–,1
DEEP OCEAN BA,GUSI,4.0,–,1
Крепкий сидр с лемонграссом (Hard Cider With Lemongrass),Пётр Петрович (Petr Petrovich),4.0,↑ +367,1
Сакура (Sakura) ,Пивоварня Кожевниково (Kozhevnikovo Brewery),4.0,↑ +4500,1
Smoked Porter,Victory Art Brew,4.0,–,1
Warrior Nectar,Selfmade Brewery,4.0,↑ +1328,1
All Together,Wolf's Brewery (Волковская Пивоварня),4.0,–,6
Good Morning,Hophead Brewery,4.0,↓ --138,1
American Pilsner,Melody Brew,4.0,–,1
UK Miners Strike,Barbudos,4.0,↑ +1328,1
Depth,Solbirs Brewery,4.0,↑ +97,3
WheatAle,BUMBLE.BEER,4.0,–,1
Mystification B.A. Whiskey (2.0),Rewort Brewery,4.0,↑ +3026,1
На краю ночи,Big Village Brewery,4.0,↑ +95,1
Evolve! Morph 1,Selfmade Brewery,4.0,↑ +3143,3
