СОРТ ПИВА,ПИВОВАРНЯ,РЕЙТИНГ,ИЗМЕНЕНИЕ,ЧЕКИНОВ
Mango,Appleton Ciders,4.1,↓ --1620,5
Grandma’s Jam Strawberry & Blackcurrant,Samovar Brew,4.1,↓ --1971,5
Gotland,Velka Morava,4.1,↓ --1008,5
Fantasta,Wild Lab,4.1,↓ --999,172
Attitude,Та-Та,4.1,↓ --1154,22
Smalti,Zagovor Brewery,4.1,–,105
NE IPA w/ Mango Puree,Brew Fiction,4.1,↓ --1834,17
Moravský Klas Světlé 10 Years Special,Velka Morava,4.11,↓ --1215,202
Oxidont,Lux In Tenebris,4.11,↓ --2856,38
Stamp of Approval,Zagovor Brewery,4.11,–,103
STOPNGO: DDH+Lupulin Powder,Zagovor Brewery,4.11,–,135
Beauty & Health: Cerise & Framboise,DIETA / ДИЕТА,4.11,–,25
Rustiq SEMI DRY,Bullevie,4.11,–,18
Fluffy Smoosh: Mango & Passion Fruit,Black Cat Brewery,4.11,–,9
Fisherman,Pike Season Brewery,4.11,↓ --1383,11
Smoothie: Inti,Oh No Cidrerie,4.11,↓ --1216,111
Drum Machine,Big Village Brewery,4.12,↓ --1023,389
Heartless Bitch 2.0,Gravity Project,4.12,↓ --1668,28
Armageddon Blues,FFF BREW,4.12,–,52
"Smoothie Mead: Mango, Orange",Steppe & Wind Meadery (Степь и Ветер),4.12,↓ --1146,87
Мякоть,Panzer Brewery,4.12,↓ --995,71
Praise You,Steppe & Wind Meadery (Степь и Ветер),4.12,–,2
RAVNODENSTVIE,Vasileostrovskaya Brewery (Василеостровская Пивоварня),4.12,–,2
Cider Biodynamic / Aged in Oak Foeder,Salden's Brewery,4.12,–,2
СССР нефильтрованное ( the USSR Unfiltered ),Пивоварня Кожевниково (Kozhevnikovo Brewery),4.12,–,2
Hamlet’s Skull,Brew Division,4.12,↓ --1681,16
Napalm,Clute,4.12,↓ --1977,2
FEAR OF THE UNKNOWN,Ostrovica,4.12,–,2
Funky Berry Bomb,Stamm Brewing,4.12,–,2
E= MC Quadrat,Brew Division,4.12,↓ --1104,2
MWT4B (EIS ED.),Red Button Brewery,4.12,–,2
Come In,Zavod,4.12,–,4
India Brown Ale,Salden's Brewery,4.12,–,2
Luchador,Пиратская Пивоварня Йохохо,4.12,↓ --1155,2
"HI, Zee!",Plan B Brewery,4.12,–,2
ИПАПЕЯ,Alaska Brewery,4.12,–,2
"ACID RAIN passion fruit, lime & mandarin",GUSI,4.12,↓ --2126,4
Russian Imperial Stout 1 Year Anniversary (barrel #Madeira),Konix Brewery,4.12,–,2
Механический Манипулятор,Bowl Cut Brewery,4.12,↓ --3388,2
Envoy of Doom // Bowmore BA,XP Brew,4.12,–,2
Blast Beat,Zagovor Brewery,4.12,–,2
TEARS DONT FALL,COVEN Brewery,4.12,–,4
Gose Station - American BBQ Hot Ed.,Brew Fiction,4.12,–,6
Goseline Pump: Gooseberry,AF Brew,4.12,–,2
Крепкая парочка,Black Head Brew,4.12,↓ --2092,4
STORM,True House,4.12,↓ --3260,2
Каберне Совиньон,Пивоварня Якорь,4.12,↓ --2856,2
Моонзунд Coconut Edition,One Ton Brewery (Пивоварня Одна Тонна),4.12,–,2
Witbier Experiment Die Weizen Apfelsine,Barbudos,4.12,↓ --2845,2
Energy Impulse,Big Village Brewery,4.12,–,2
De Kuiper Saison,Oka River,4.12,↓ --1030,2
Hop Gravity,Pivot Point,4.12,↓ --2278,2
Hopster,Hops Farm Brewery,4.12,↓ --2137,2
Afanasiy Porter (Афанасий Портер) (2020),Afanasy (Афанасий),4.12,–,2
Systems Overload In Incognito Mode,Zagovor Brewery,4.13,–,31
Доза [Banana + Blueberry],4BREWERS,4.13,–,29
"Punjabi Lassi Apple, plum, vanilla, cinnamon, cardamom",Hophead Brewery,4.13,–,19
Ink Block,Пётр Петрович (Petr Petrovich),4.13,–,13
Rise Against,Dogma,4.14,↓ --1602,7
Koelship Batch #5,Salden's Brewery,4.14,–,7
Shake Your Peach,Landau Beerlab,4.14,↓ --2441,7
Contemporary,Та-Та,4.14,↓ --2045,45
Chili Tomato Gose Extra Hot Edition,Salden's Brewery,4.15,–,48
Wild Ale With Cherry Batch #3,Salden's Brewery,4.15,–,5
Маленькая Лошадка,Brewlok Brewery,4.15,–,5
A 2018 (Альфа 2018),Gletcher Brewery (Глетчер),4.15,–,5
#300,Plan B Brewery,4.15,–,5
Counsulier,Red Button Brewery,4.15,↓ --1182,498
Blowing Up: Strawberry Chokeberry,Stamm Brewing,4.15,–,74
Poison Drop,Selfmade Brewery,4.15,–,13
Decontrol,Zagovor Brewery,4.16,–,334
Железнодорожная вода V2,Alaska Brewery,4.16,–,16
Triptych,XP Brew,4.16,–,8
Hyperborea Cocoa & Coconut Edition,One Ton Brewery (Пивоварня Одна Тонна),4.16,↓ --1712,40
 V.III,Jaws Brewery,4.16,–,8
"Smoothie Mead: Strawberry, Banana, Cranberry",Steppe & Wind Meadery (Степь и Ветер),4.16,↓ --1051,116
Invisible Spase,Big Village Brewery,4.16,↓ --1049,137
Varvars Cider,Yablochny Spas (Яблочный Спас),4.16,↓ --1587,11
Russian Imperial Stout Chocolate Ed. BA Jack Daniels,Salden's Brewery,4.16,–,14
Endor,Lux In Tenebris,4.17,↓ --1162,3
Сила Одного,Oka River,4.17,↓ --2418,3
Unmoor - Full Speed Ahead,Bottle Share,4.17,↓ --1584,3
Молния,Rocket City Brewery,4.17,↓ --1537,3
TOFFEE POPCORN,Vasileostrovskaya Brewery (Василеостровская Пивоварня),4.17,–,6
Whirlpool,Pike Season Brewery,4.17,–,9
ENGLISH BARLEYWINE Whiskey Barrel Aged,Vasileostrovskaya Brewery (Василеостровская Пивоварня),4.17,–,3
Liquor Lips,GAS Brew,4.17,↓ --1265,6
Minsk Beergeek #2,Zavod,4.17,–,3
Синий Робот,Пинта,4.17,↓ --2969,3
Crystal,Oka River,4.17,↓ --1342,3
Wild Ale Mixed Fermentation,Salden's Brewery,4.17,–,19
Другая Культура,Пётр Петрович (Petr Petrovich),4.18,–,7
SPLURGE,Red Button Brewery,4.18,↓ --1054,7
Кукси ,Hophead Brewery,4.18,–,56
Молочный Стаут,Augustine (Августин),4.18,↓ --1990,14
DOUBLE EUPHORIA double passion fruit ,GUSI,4.18,↓ --1968,14
Triple IPA,Salden's Brewery,4.18,–,33
F*ck the Dust! DDH Mosaic,AF Brew,4.18,–,57
True Color BA Chivas Regal Whisky,LaBEERint Brewery,4.19,–,4
Love And Squalor,AF Brew,4.19,–,4
"Envoy of Doom // Rum BA, Maple&Vanilla",XP Brew,4.19,–,8
2 Years,Та-Та,4.19,–,4
Raspberry Mead BA,Steppe & Wind Meadery (Степь и Ветер),4.19,↓ --1204,49
"О, дивный новый мир",Gravity Project,4.19,↓ --1220,21
Old Sparky,AF Brew,4.19,–,72
Апельсиновая Империя (Orange Empire),Пётр Петрович (Petr Petrovich),4.19,↓ --1080,64
Smoker BBQ,Brew Fiction,4.2,↓ --4059,5
Quartet X,Big Village Brewery,4.2,–,5
Medok & Holodok,Cosmic City,4.2,–,46
Блок,Brewlok Brewery,4.2,–,16
Gose Station - Pear & Passion Fruit,Brew Fiction,4.2,–,11
Connais-Toi Toi-Même,Brewlok Brewery,4.21,–,12
Belgian Quadrupel batch #3 aged in bourbon barrels,Salden's Brewery,4.21,–,18
Blueberry&Vanilla Mead 6%,Steppe & Wind Meadery (Степь и Ветер),4.21,↓ --1862,19
Bloody Marys Head,Hophead Brewery,4.21,↓ --1238,61
Жажда [Облепиха],4BREWERS,4.21,–,7
Nitro Stout,Jaws Brewery,4.22,–,8
Доза [Mango + Passion Fruit],4BREWERS,4.22,–,180
Стереограмма,Big Village Brewery,4.22,–,10
Pet Nat 2019: Batch 2,Токсовская Сидрерия (On The Bones),4.22,–,20
Blueberry&Vanilla Mead,Steppe & Wind Meadery (Степь и Ветер),4.23,↓ --3844,57
I Remember My First Check-in  -,GUSI,4.24,↓ --1522,55
ВЕГА Ткемали,Rocket City Brewery,4.24,↓ --1769,22
F*ck the Dust! DDH Citra,AF Brew,4.24,–,43
Sour Diesel Therapy: Pineapple ∙ Mango ∙ Passion Fruit,AF Brew,4.25,–,65
Wrong Way - Milky Way,Bottle Share,4.25,–,1
Чешское Гранатовое,Vladimirskaya Pivovarnya (Владимирская Пивоварня),4.25,↓ --3684,2
Moon Sign,Zagovor Brewery,4.25,–,8
Chili Tomato Gose,Salden's Brewery,4.25,–,1
RE²PROJECT,Rewort Brewery,4.25,–,2
De Kuiper Spontaan,Oka River,4.25,–,1
Wee Heavy Islay Edition,One Ton Brewery (Пивоварня Одна Тонна),4.25,–,1
Cranberry Pearl (Gose Клюква),Konix Brewery,4.25,–,1
Rot Und Grün,Bowl Cut Brewery,4.25,↓ --1495,2
"Grapefruit Mead 7,8% Spb Edition",Steppe & Wind Meadery (Степь и Ветер),4.25,–,1
Another Million Minutes On Cherry,AF Brew,4.25,–,3
Russian Imperial Stout Batch #13 Aged In Jack Daniels Barrels,Salden's Brewery,4.25,–,1
Äppelmjöd (Яблочный),Medovarus,4.25,–,1
Cause & Effect,Rewort Brewery,4.25,–,1
Vintermjöd (Рождественский),Medovarus,4.25,–,1
Rockdilla IPA,Brewmen,4.25,–,1
Sonata of the March Cat,IsKra Brewery,4.25,–,1
Apricot&Blueberry Muffin Sour Ale,LaBEERint Brewery,4.25,–,1
"Triple IPA (Cascade, Columbus, Galaxy, Simcoe, Mosaic)",Salden's Brewery,4.25,–,3
Follow Up,Big Village Brewery,4.25,–,4
Bomb Release Unit,AF Brew,4.25,–,1
1st Check-In: Citra,CHIBIS Brewery,4.25,↓ --2997,1
Blackmail,Jaws Brewery,4.25,–,3
Chocolate Stout,Gorkovskaya Brewery (Горьковская пивоварня),4.25,–,1
Платонов. Том 2,Brewlok Brewery,4.25,–,2
The End of A Story,Та-Та,4.25,↓ --1327,15
Tale of Us,Red Button Brewery,4.25,–,2
Сидр малина можжевельник,Пётр Петрович (Petr Petrovich),4.25,↓ --1971,1
Sour Flex,Jaws Brewery,4.25,–,1
So Glitchy Lychee!,AF Brew,4.25,–,1
Russian Imperial Stout (barrel #4),Konix Brewery,4.25,–,1
Grani Apricot,Stamm Brewing,4.25,–,4
Ruddy Grapefruit,Rewort Brewery,4.25,–,2
Достоевский. Том 1,Brewlok Brewery,4.25,–,1
Rosé Aronia,Токсовская Сидрерия (On The Bones),4.25,–,2
Смутное Время (Time of Troubles),Zagovor Brewery,4.25,–,1
Tomato Roulette TOM YAM,Dogma,4.25,↓ --1270,4
Ставленный Мед,Медоварня Традиции Предков,4.25,–,1
Electrolyte Rasp&Blackberry,Black Cat Brewery,4.25,↓ --1491,1
Timeless Symphony (BA Calvados),Big Village Brewery,4.25,–,4
Сидр #5 Сухой,DaDa Cider,4.25,–,1
Algorithm Vanilla,Zagovor Brewery,4.25,–,1
Достоевский. Том 5,Brewlok Brewery,4.25,–,45
Avenue 77 Simcoe&Equanot,CHIBIS Brewery,4.25,–,2
Something Else,Ostrovica,4.25,–,1
Gimme Chocolate,Rock'n'Beer,4.25,–,1
All Weather Conditions,Bowl Cut Brewery,4.25,↓ --1637,1
The Decider Semi-Dry,Courage Brewery,4.25,↓ --2863,1
OLD RIGA STOUT,Pivzavod77 Brewery & Pub,4.25,↓ --2073,1
Акварель Simcoe & Mosaic,Panzer Brewery,4.25,–,3
Alcoholic Сrime: The Peat Monster,Brew Fiction,4.25,–,8
Load IPA,Green Basement Brewery,4.25,↓ --2864,4
Hop Music (Beth Hart),Hophead Brewery,4.25,–,1
Envoy of Doom 2018 BA // Maple & Vanilla Ed.,XP Brew,4.25,–,3
Kupola & Pastila,AF Brew,4.25,–,2
Timeless Symphony,Big Village Brewery,4.25,–,1
Malleus Maleficārum,Plan B Brewery,4.25,↓ --2442,1
IN THE END,COVEN Brewery,4.25,–,1
Дикий Пёс,Courage Brewery,4.25,–,1
Двойная доза [Mango + Pineapple],4BREWERS,4.25,–,2
Tomato Roulette KHMELI SUNELI,Dogma,4.25,↓ --1298,4
Russian Imperial Stout aged in Jack Daniel Barrels Batch #7,Salden's Brewery,4.25,–,3
Midnight Porter,New Riga's Brewery,4.25,↓ --1245,1
Natrium Gose,Nuclear Brewery,4.25,↓ --1927,1
VIVA ZAPATA,MANFAS Brewery,4.25,–,3
Эффект Домино,Big Village Brewery,4.25,–,1
Молочный Ключ,CHIBIS Brewery,4.25,–,1
I Remember My First Check-in,Jonathan Brewpub,4.25,↓ --1736,8
Do You Know the Muffin Man Who Went to Bourbon Land?,AF Brew,4.25,–,4
"Stay Home, Vegy",Cheers Brewery,4.25,↓ --1410,1
Достоевский. Том 3,Brewlok Brewery,4.25,–,1
Ester,Oh No Cidrerie,4.25,↓ --3036,1
T and U (Dominicana Cocoa Neabs and Madagascar Vanilla Beans),Plan B Brewery,4.25,–,1
Amelia Pecan armenian and russian imperial stout,Samovar Brew,4.25,–,1
"Flanders Dark Raspberry OAK 1,5 Year",Brew Barrel,4.25,↓ --1920,1
Brett Ambassador. 2018 Release,Токсовская Сидрерия (On The Bones),4.25,–,2
Belgian Wheat Ale (Бельгийский Пшеничный Эль),Bulgarpivo (Булгарпиво),4.25,↓ --3581,1
Gothique,Rewort Brewery,4.25,–,1
Золото Скифов,Deka (Дека),4.25,–,1
Untitled Gooseberry Ale,Rustique Pivasique,4.25,–,2
Liquid Bakery: Blueberry Pancakes With Maple Syrup,DIETA / ДИЕТА,4.25,–,1
Лесной Пёс,Courage Brewery,4.25,–,1
Tā Moko,One Ton Brewery (Пивоварня Одна Тонна),4.25,–,2
Another Million Minutes On Raspberry,AF Brew,4.25,–,5
Cactus Mood,Rewort Brewery,4.25,–,1
Kinetic Art,Zagovor Brewery,4.25,–,1
Irish Ale / Ирландский эль,Ant Brewery,4.25,↓ --3628,1
Магический реализм,Plan B Brewery,4.25,–,2
Маяковский,Brewlok Brewery,4.25,–,1
Grapefruit Ipa,Частная Пивоварня ПетровичЪ,4.25,↓ --1911,1
Ol Filthy Popcorn Pimp,AF Brew,4.25,–,1
Role Play: Passion Fruit & Mango,ColdRiver,4.25,↓ --1224,6
Monoplay HBC692,Stamm Brewing,4.26,–,26
Leftöver Cracker,Zagovor Brewery,4.28,–,60
Beauty & Health: Groseilles & Cassis,DIETA / ДИЕТА,4.28,–,10
Satan Infernalis. Second Coming. BBA Version,Plan B Brewery,4.28,–,9
Grani Berries,Stamm Brewing,4.29,–,7
Kimchin-Un,Cosmic City,4.29,↓ --1873,54
Left Future Myth,Red Button Brewery,4.29,↓ --1159,72
Cider of Freedom feat Markscheider Kunst,Applehead,4.29,↓ --1664,13
MindBug,XP Brew,4.3,–,5
Synty-Flow,Bakunin Brewing Co.,4.3,–,5
Есенин. Том 2 / Esenin. Volume 2,Brewlok Brewery,4.3,–,5
Tomato Gose Italian Edition,Salden's Brewery,4.3,–,14
Rustiq SEMI SWEET,Bullevie,4.31,–,17
Gipsy Boy & Apple Monster BA Tempranillo,Заповедник,4.31,↓ --1430,4
The Hardest Man,Loki Bryggeri,4.31,↓ --1451,4
Systems Overload,Zagovor Brewery,4.31,–,4
"Smoothie Mead: Blueberry, Banana, Vanilla",Steppe & Wind Meadery (Степь и Ветер),4.32,↓ --1272,38
Tafel Bier,Double A Brewing,4.32,↓ --1466,11
Cherry & Chocolate Mead,Steppe & Wind Meadery (Степь и Ветер),4.32,↓ --1189,7
Страна Лентяев 2020 [BA Whiskey],4BREWERS,4.32,–,10
Envoy of Doom // BenRiach BA,XP Brew,4.33,–,36
Cucumber × Lemon × Mint,Symbiotica by AF Brew × BSG,4.33,↓ --2112,3
Oak Smoked Tomato Gose Chili Edition,Salden's Brewery,4.33,–,3
Zhigulevsky Pivzdrav (Жигулевский Пивздрав),Knightberg,4.33,↓ --1373,9
Сидр #4 Полусухой,DaDa Cider,4.33,↓ --2796,3
Cyser Garden,Ashram Cider,4.33,↓ --1209,24
Wild Ale,Green Street Brewery,4.33,↓ --1673,3
Posh Grape Isabella,Cider House (ТД Фонте),4.33,↓ --3904,3
На краю ночи Coconut & Vanilla Ed. (BA Cognac),Big Village Brewery,4.33,–,6
EXP#Taproom,Big Village Brewery,4.33,–,3
"Envoy of Chaos // Rum BA, Cocoa & Coconut Syrup",XP Brew,4.34,–,8
Blast Beat: DDH+Lupulin Powder,Zagovor Brewery,4.35,–,5
It’s Over 9000! Passion Fruit • Peach • Lime,AF Brew,4.35,–,5
Problem,Та-Та,4.38,↓ --1376,8
Stage Diving,Sabotage,4.38,–,2
Brut IPA,Konix Brewery,4.38,–,2
RopeWalker,Big Village Brewery,4.38,–,2
Doom Bastard,Zagovor Brewery,4.38,–,2
Grand Finale Freak Show Reunion,AF Brew,4.38,–,8
Sour Flow (персик),Panzer Brewery,4.38,–,2
Безмолвие,Big Village Brewery,4.38,–,2
Beauty & Health: Airelles & Groseilles,DIETA / ДИЕТА,4.38,–,2
Monprix Cherry Semi-Dry,Cider House (ТД Фонте),4.38,↓ --3187,4
Семейный Секрет. Заварной Ароматный,Ochakovo (Очаково),4.38,↓ --3961,2
Black Radiation OAK Chivas Edition,RMBrew,4.38,–,2
Sangre Del Toro,GUSI,4.38,↓ --1415,17
Slim Line,DIETA / ДИЕТА,4.4,–,25
Limit Break,Stamm Brewing,4.41,–,16
Caribbean Seduction,Wild Lab,4.41,↓ --1567,8
Daenerys,Stamm Brewing,4.41,–,16
"Role Play: Strawberry, Raspberry & Blueberry",ColdRiver,4.41,–,14
Helles (Светлое Нефильтрованное),Stamm Brewing,4.42,–,3
Teleport Pilsner,Dreamteam Brewing Co,4.42,↓ --1456,6
Зощенко,Brewlok Brewery,4.42,–,3
Kiwi Mood,Rewort Brewery,4.42,–,3
Lost Planet: Pineapple & Celery,Sabotage,4.42,–,3
Завтрак Пиволюба,XP Brew,4.42,–,3
Monkey Swoop Peach.Mango.Lychee.Chili,GAS Brew,4.42,–,3
Алый культ / Crimson Cult,Пивоварня Чаща / Thicket Brewery,4.43,↓ --1245,7
OverHypeBeast,AF Brew,4.43,–,23
1915 Raspberry Edition,Brewlok Brewery,4.44,–,4
За Тридевять Земель / Za Trıdevyat Zemel,Brewlok Brewery,4.45,–,5
BlackPlum IPA,Trigger,4.45,–,5
€A$¥ // EASY,FFF BREW,4.48,–,11
Рускi Iмперскi Стаут,Rock'n'Beer,4.5,–,1
Sour Lemonade,Red Button Brewery,4.5,–,1
Лоботомия 2018 Фронтальная (Lobotomy 2018 Frontal) Triple-Bourbon BA,AF Brew,4.5,–,3
Баюшки-баю / Bayushki-Bayu,Brewlok Brewery,4.5,–,1
Gambrinus Temnoe (Гамбринус Темное),Gambrinus (Гамбринус),4.5,↓ --3036,1
St. Anton Black Currant Cider (Черная Смородина),Yablochny Spas (Яблочный Спас),4.5,↓ --2216,3
Pumpkin (Тыквенное),Abbatskoe (Аббатское),4.5,↓ --2867,1
Imperial Russian Stout (Aronia),Schwarz Kaiser Brewery,4.5,–,1
Wild Ale Batch #2,Salden's Brewery,4.5,–,1
T And U (Dominicana Cocoa And Madagascar Vanilla) WBA Brett Edition,Plan B Brewery,4.5,–,4
Элитное крепкое,Gambrinus (Гамбринус),4.5,–,1
Apricot Infinity,Zavod,4.5,–,1
For Example,CHIBIS Brewery,4.5,↓ --1647,1
Химик DIPA Idaho (Chemist Double IPA),Samovar Brew,4.5,–,1
Инквизитор,Alaska Brewery,4.5,–,1
SPOTIONE,DaLi Brewery,4.5,↓ --2881,1
Deep Forest With Raspberry And Blueberry,Dogma,4.5,↓ --2221,2
"Triple IPA (Mosaic, Simcoe, Citra, Amarillo)",Salden's Brewery,4.5,–,1
Queen Mary 2017 BA Single Malt Whisky,Victory Art Brew,4.5,–,1
Платонов. Том 3,Brewlok Brewery,4.5,–,1
Tom Yum Gose,Knightberg,4.5,–,2
Brave New England IPA,Black Cat Brewery,4.5,–,1
Demon Cake,Lovecraft Weird Brewery,4.5,–,4
Yellow Traffic,Big Village Brewery,4.5,–,1
Karl Otto Schneider Weissbier (Карл Отто Шнейдер Вайсбир),Vyatich (Вятич),4.5,↓ --3348,1
Limpd Light,BEERMANBRU,4.5,↓ --3593,1
Crown Of The Russian Empire,Hophead Brewery,4.5,–,1
In Joy And Sorrow,COVEN Brewery,4.5,–,1
Mangosaurus (Seathorn),Selfmade Brewery,4.5,–,2
Hot orange v 1.0,Zavod,4.5,–,1
Citra & Galaxy Double IPA,Salden's Brewery,4.5,–,1
Morning Alternative,Big Village Brewery,4.5,–,1
Кукуцаполь,Bottle Share,4.5,–,1
Mead 2019 #2 Cherry,Prokhoroff,4.5,–,1
Бабкиндрищь,Green Street Brewery,4.5,↓ --2012,1
Red Hot Chili Monk,DaLi Brewery,4.5,–,1
Доза [Mango],4BREWERS,4.5,–,3
Предвкушение (2017 year ed.),Big Village Brewery,4.5,–,1
Башня / The Tower,Пивоварня Чаща / Thicket Brewery,4.5,–,1
Russian Imperial Stout Aged With Bourbon Soaked Oak Chips,Salden's Brewery,4.5,–,1
King Slushy,Wild Lab,4.5,–,1
Томатина (Italian Tomato Gose),Augustine (Августин),4.5,–,1
Weizen,ТАРКОС (TARKOS),4.5,–,1
Local Action,Rewort Brewery,4.5,–,1
Supervise Surprise,Red Button Brewery,4.5,–,1
Rose Beer,Vodolaz Brewery,4.5,–,1
Sweet Cherry,Black Head Brew,4.5,–,1
Медовушка,Пивоварня Кожевниково (Kozhevnikovo Brewery),4.5,–,1
Вброс [Mosaic],4BREWERS,4.5,–,2
Пуаре Pear Pub,ТПМЗ МёдВедь (ООО Фарт),4.5,–,1
Маракуйя Black IPA,Gellert & Wild Goat,4.5,↓ --2547,1
Trekhgornoe Pryany Ale 2020 / Oak Chips Edition (Трехгорное Пряный Эль 2020 / На Дубовых стружках),Moscow Brewing Company (Московская Пивоваренная Компания),4.5,–,1
Химик Dipa With Carolina Reaper And Mango,Samovar Brew,4.52,–,16
Samovar Weissbier With Orange Peel + Coriander,Samovar Brew,4.53,–,10
Alcoholic Crime: Blueberries And White Chocolate,Brew Fiction,4.56,–,12
Samovar Weissbier V 2.0,Samovar Brew,4.57,–,15
The Way,Gravity Project,4.58,–,12
Satan Infernalis Bourbon Barrel Aged,Plan B Brewery,4.58,–,3
Gruššupiirai,Snowcap Brewing,4.6,–,24
Electra,FFF BREW,4.62,–,4
Доза [Blackcurrant & Raspberry],4BREWERS,4.62,–,2
V.II,Jaws Brewery,4.62,–,2
Dark Train,Khoffner Brewery,4.62,↓ --2012,2
