СОРТ ПИВА,ПИВОВАРНЯ,РЕЙТИНГ,ИЗМЕНЕНИЕ,ЧЕКИНОВ
Stary Melnik Iz Bochonka Svetloe (Старый Мельник Из Бочонка Светлое),AB InBev Efes,2.24,↑ +300,17
Pinapple & Vanilla,LiS Brew,2.24,↑ +836,23
Елаха Вишневая,Бородино / ПК Возрождение,2.25,↓ --189,1
Kosouhoff Hefeweizen (Косоухофф Пшеничное),KOSOUHOFF - by Amarant (Амарант),2.25,↓ --132,1
Nemetskoe (Немецкое),Krop-Pivo (Кроп-Пиво),2.25,↓ --219,4
Т,AB InBev Efes,2.25,–,1
Stepan Razin Petrovskoe (Степан Разин Петровское),Heineken Brewery (Объединенные Пивоварни Хейнекен),2.25,↓ --221,6
Бархатное 1978,Heineken Brewery (Объединенные Пивоварни Хейнекен),2.25,–,2
Kupets #4 Temnoe (Купец #4 Темное),Zavod Pivovarenny Morshansky (Завод Пивоваренный Моршанский),2.25,–,1
M Superstrong (М Суперкрепкое),Zavod Pivovarenny Morshansky (Завод Пивоваренный Моршанский),2.25,↓ --163,2
Cherry Bomb,Lakinsky Pivzavod (Лакинский Пивзавод),2.25,–,1
Майкопское Жигули,Pivovarenny Zavod Maykopsky (Пивоваренный Завод Майкопский),2.25,↓ --37,1
Brown Ale,Wolf's Brewery (Волковская Пивоварня),2.25,–,1
Рижское (Rizhskoe),Tomskoe Pivo (Томское Пиво),2.25,–,2
Баварское Крепкое,Lakinsky Pivzavod (Лакинский Пивзавод),2.25,↓ --36,1
Геллерт светлое нефильтрованное,Gellert & Wild Goat,2.25,–,2
Uralsky Master Ledyanoe (Уральский Мастер Ледяное),Baltika Breweries (Балтика),2.25,–,1
Жигулевское Специальное,Baltika Breweries (Балтика),2.25,–,3
Майкопское Бархатное,Pivovarenny Zavod Maykopsky (Пивоваренный Завод Майкопский),2.25,↑ +389,1
5 Crowns Premium,Zavod Trehsosensky (Завод Трехсосенский),2.25,↑ +124,1
Flying Dutchman (Летучий Голландец) Release 2020,Hophead Brewery,2.25,↑ +884,1
ČZ Černé,Белый Кремль (Bely Kreml),2.25,–,4
Чистопольское,Белый Кремль (Bely Kreml),2.25,–,1
Живая Варка,Zavod Trehsosensky (Завод Трехсосенский),2.25,↑ +557,1
Mr. Lodman Gold Beer,Varnitsa (Варница),2.25,↓ --284,1
Berlin,Форштадтская Пивоварня,2.25,↑ +175,3
Empress Maria,Zavod,2.25,↑ +1806,1
Австрийское,Zavod Trehsosensky (Завод Трехсосенский),2.25,↑ +65,1
Don Yuzhnoe (Дон Южное),Baltika Breweries (Балтика),2.25,–,2
Крафт Толстой Kriek,Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),2.25,↑ +350,2
Мартовское Тёмное,ПЗ Канцлеръ,2.25,–,1
Хмельная Столица,AB InBev Efes,2.25,–,2
Isetskoe (Исетское),Tagilskoe Pivo (Тагильское Пиво),2.25,↓ --45,1
Weissbier,Zavod Pivovarenny Morshansky (Завод Пивоваренный Моршанский),2.25,–,2
Данила,Danilovskaya Pivovarnya (Даниловская Пивоварня),2.25,–,1
Kosouhoff Temnoe (Косоухофф Темное),KOSOUHOFF - by Amarant (Амарант),2.25,–,1
Черная Гора (Chernaya Gora),ПБК Крым (Krym),2.25,↑ +41,8
Rizhskoe Barnoe (Рижское Барное),Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),2.25,↑ +309,2
Светлое,Белый Кремль (Bely Kreml),2.25,↓ --97,7
Бельгийский Вит,Ravencraft,2.25,↑ +2411,2
Челнинское Бархатное Премиум,Bulgarpivo (Булгарпиво),2.25,↑ +910,2
Captain Jack,Black Head Brew,2.25,↑ +1917,2
Липецкое Нефильтрованное,Lipetskpivo (Липецкпиво),2.25,↓ --3,1
Очаково светлое нефильтрованное,Ochakovo (Очаково),2.25,↑ +1152,3
Мюнхен,Danilovskaya Pivovarnya (Даниловская Пивоварня),2.25,–,1
Monprix Cherry Semi-Sweet,Cider House (ТД Фонте),2.25,–,1
Apricot Milkshake IPA,LaBEERint Brewery,2.25,–,1
Red Mars,ЛЭП (Лаборатория Экспериментального Пивоварения),2.25,↑ +601,1
Zapovednoe (Заповедное),Baltika Breweries (Балтика),2.25,–,1
Варница Безалкогольное,Varnitsa (Варница),2.25,↓ --53,1
Gellert Premium Lager,Gellert & Wild Goat,2.25,↑ +664,2
Zhigulevskoe Export (Жигулевское Экспорт),Vyatich (Вятич),2.25,–,1
BrewMoose Pils,Baltika Breweries (Балтика),2.26,–,34
ESSA Pineapple & Grapefruit,AB InBev Efes,2.26,↓ --74,21
Брусничный гамбит,Gorkovskaya Brewery (Горьковская пивоварня),2.28,↑ +508,20
Pyatnitskoe Nefiltrovannoe (Пятницкое Нефильтрованное),Bulgarpivo (Булгарпиво),2.28,↓ --113,35
Дынная бухта,Пивоварня Vaer,2.28,↑ +1375,8
Вкус и Цвет (Крыжовник-Мята),Afanasy (Афанасий),2.29,–,6
Bely Medved Krepkoe (Белый Медведь Крепкое),AB InBev Efes,2.3,–,11
Stary Melnik Bezalkogolnoe (Старый Мельник Безалкогольное),AB InBev Efes,2.3,–,5
Cervena Liska (Червена Лишка),Baltika Breweries (Балтика),2.3,–,10
Nevskoe Svetloe (Невское Светлое),Baltika Breweries (Балтика),2.31,–,9
Zhigulevskoe (Жигулевское),Baltika Breweries (Балтика),2.31,–,49
Экстраверсия,Big Village Brewery,2.31,–,4
Kruger Dunkel,Tomskoe Pivo (Томское Пиво),2.31,–,4
Ruby Road,Paradox,2.32,–,17
Немецкое Темное,Varnitsa (Варница),2.33,↑ +139,3
Чешское Светлое,Barnaulsky Pivovarenny Zavod (Барнаульский Пивоваренный Завод),2.33,↓ --271,3
Weiss Berg Малина,Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),2.33,↑ +212,6
Немецкое Светлое,Barnaulsky Pivovarenny Zavod (Барнаульский Пивоваренный Завод),2.33,↓ --318,3
Sofa Surfers,Zagovor Brewery,2.33,–,3
Князь Кропоткин Russian Classic,Krop-Pivo (Кроп-Пиво),2.33,↑ +376,3
Старопражское,Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),2.33,–,3
Gold Berg Lager,Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),2.33,↑ +703,3
"WYLO: Amarillo, Citra, Chinook",Ostrovica,2.33,↑ +2291,3
Dunkel Berg,Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),2.33,↑ +641,3
FRAMBOISE ALE /МАЛИНОВЫЙ ЭЛЬ,Vasileostrovskaya Brewery (Василеостровская Пивоварня),2.34,–,11
Blacky Cu,Craft Brew Riots,2.34,–,11
Seven Brewers (Семь Пивоваров) Irish Ale (Ирландский Эль),Varnitsa (Варница),2.35,↓ --58,5
Афанасий Бархатное,Afanasy (Афанасий),2.35,↑ +640,10
BLANCHE de LUTIN ,Vasileostrovskaya Brewery (Василеостровская Пивоварня),2.35,–,12
Старый Мельник Пшеничное Безалкогольное,AB InBev Efes,2.36,↑ +55,7
ESSA Orange & Cherry,AB InBev Efes,2.36,↑ +183,14
Кедр Wood,Baltika Breweries (Балтика),2.36,–,21
Белый Кремль Классическое (Bely Kreml Klassicheskoe),Белый Кремль (Bely Kreml),2.36,↓ --269,16
Dub i Obruch Bochkovoe (Дуб и Обруч Бочковое),Zavod Trehsosensky (Завод Трехсосенский),2.36,↓ --20,16
Балтика 7 Мягкое безалкогольное,Baltika Breweries (Балтика),2.38,–,2
Sour Beer Theory: Sour Ale With Sea Buckthorn & Mango,Paradox,2.38,↑ +2429,2
Cheshskoe Domashnee (Чешское Домашнее),Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),2.38,↑ +146,2
Окское пшеничное,Heineken Brewery (Объединенные Пивоварни Хейнекен),2.38,↑ +245,2
Сакура (Sakura) ,Пивоварня Кожевниково (Kozhevnikovo Brewery),2.38,↑ +415,2
Белое Чешское (Czech White),Demidov Brewery (Демидовские пивоварни),2.38,↑ +723,12
A Bit of Haze,CHIBIS Brewery,2.38,↑ +1612,2
Way of Life,Rewort Brewery,2.38,–,2
Altaysky Veter (Алтайский Ветер),AB InBev Efes,2.38,–,4
Blanche Framboise,Great River,2.38,↑ +870,2
Wings and Fangs,Gorkovskaya Brewery (Горьковская пивоварня),2.38,–,2
Немецкий Рецепт (Nemetsky Retsept),Lipetskpivo (Липецкпиво),2.39,↓ --147,9
SUNNY GLADE,GUSI,2.39,↑ +285,7
Dr. Diesel Wild Mix Манго-Красный Апельсин,Heineken Brewery (Объединенные Пивоварни Хейнекен),2.4,↓ --274,17
Халзан Нефильтрованное,Ochakovo (Очаково),2.4,↑ +170,5
Belgian Dubbel,Salden's Brewery,2.4,–,5
Dub i Obruch Vyderzhannoe (Дуб и Обруч Выдержанное),Zavod Trehsosensky (Завод Трехсосенский),2.4,↓ --218,5
Бояринъ Крепкое,Zavod Trehsosensky (Завод Трехсосенский),2.4,↓ --339,5
Schlosskeller Unfiltered,Белый Кремль (Bely Kreml),2.4,↑ +3,26
Irish Ale (Ирландский Эль),Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),2.41,↑ +289,11
Million Minutes On Raspberry,AF Brew,2.42,–,3
Алтайское пшеничное,Форштадтская Пивоварня,2.42,↑ +37,3
Seven Brewers (Семь Пивоваров) Unfiltered Lager (Нефильтрованное),Varnitsa (Варница),2.42,–,3
Жорж Дантес (Georges dAnthes),Hophead Brewery,2.42,↑ +1743,3
Tinkoff Avtorskoe English Ale (Тинькофф Авторское Английский Эль),AB InBev Efes,2.42,–,3
Lapochka,Ostrovica,2.42,↑ +2228,3
Zlatovice,Ochakovo (Очаково),2.42,↑ +236,3
Клевое,Bryanskpivo (Брянскпиво),2.42,↑ +1477,3
Совпиво (Советское),Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),2.42,↓ --60,3
Тропический эль,Zavod Trehsosensky (Завод Трехсосенский),2.43,↓ --110,26
Дориан Грэль,AB InBev Efes,2.43,–,23
Baltika Cooler / Балтика Кулер,Baltika Breweries (Балтика),2.44,–,32
Vice Versa,Selfmade Brewery,2.44,–,4
Чешская Варница Нефильтрованное,ПБК Крым (Krym),2.44,↑ +1284,4
Приятель Живое (Priyatel Zhivoe),Lipetskpivo (Липецкпиво),2.45,↑ +102,5
Белая Скала (Belaya Skala),ПБК Крым (Krym),2.45,↑ +243,15
Frutti Di Bosco,Hausmann Brewery,2.45,↑ +1233,5
ИПАвая Дама,AB InBev Efes,2.46,↑ +64,34
Хмельные Раки,Белый Кремль (Bely Kreml),2.46,↑ +396,7
Winter Star,Dogma,2.46,↑ +1077,7
Danke,Белый Кремль (Bely Kreml),2.47,↓ --290,16
English Porter,Demidov Brewery (Демидовские пивоварни),2.47,↓ --294,8
Slavny Pivovar,Белый Кремль (Bely Kreml),2.48,↓ --66,69
Witbier,Beersfan Brewery,2.5,–,1
Yarpivo Ledyanoe (Ярпиво Ледяное),Baltika Breweries (Балтика),2.5,–,1
Pshenichnoe (Пшеничное),Malakhovskaya brewery (Малаховская пивоварня),2.5,–,1
Maverick Zappa+sabro,Panzer Brewery,2.5,↑ +1604,3
Dragon,Baltika Breweries (Балтика),2.5,–,1
Чепецкое,Glazovskiy Pivovarennyi Zavod (Глазовский Пивоваренный Завод),2.5,↓ --42,3
Tri Medvedya Kristalnoe (Три Медведя Кристальное),Heineken Brewery (Объединенные Пивоварни Хейнекен),2.5,–,1
Hmeleff Klassicheskoe (Хмелефф Классическое),Hmeleff (Хмелефф),2.5,↓ --31,3
Trifon Leningrad Band (Трифон Leningrad Band),Vyatich (Вятич),2.5,–,1
Немецкое от Бочкарев,Heineken Brewery (Объединенные Пивоварни Хейнекен),2.5,↓ --270,2
Zhivoe (Живое),Buket Chuvashii (Букет Чувашии),2.5,↑ +156,1
Maykopskoe Dobroe (Майкопское Доброе),Pivovarenny Zavod Maykopsky (Пивоваренный Завод Майкопский),2.5,↑ +233,1
Yubari DIPA,ALIBI Brewery,2.5,↑ +714,1
Red Ale,Rainbow Fish Brewery,2.5,↓ --70,2
Знатное,Ochakovo (Очаково),2.5,–,2
All That Jazz,Крафт Лаборатория,2.5,↑ +1572,3
Vityaz Ulyanovskoe (Витязь Ульяновское),Zavod Trehsosensky (Завод Трехсосенский),2.5,↓ --288,3
Breaking Bad Cat,Der Kater Brewery,2.5,↓ --439,2
Окское безалкогольное,Heineken Brewery (Объединенные Пивоварни Хейнекен),2.5,↓ --33,1
Бундес Канцлер,ПЗ Канцлеръ,2.5,↑ +389,1
Венецианский купецъ,Gellert & Wild Goat,2.5,–,1
Visitnoe (Визитное),Buket Chuvashii (Букет Чувашии),2.5,↑ +156,2
Жигулевское 1978,Heineken Brewery (Объединенные Пивоварни Хейнекен),2.5,–,4
Бражка Яблочная / Грушевая ,Пивоварня Кожевниково (Kozhevnikovo Brewery),2.5,–,2
HOLLIE,Oh No Cidrerie,2.5,↓ --218,3
Gargantua Watermelon,Кафедра Сидра,2.5,↑ +922,3
Lady-Night (Леди-Ночь),Buket Chuvashii (Букет Чувашии),2.5,↑ +233,2
Yuzhny Gorod Chernoe Legkoe (Южный Город Черное Легкое),Ochakovo (Очаково),2.5,–,1
Пражское,Ochakovo (Очаково),2.5,↑ +154,1
Okhota Krepkoe (Охота Крепкое),Heineken Brewery (Объединенные Пивоварни Хейнекен),2.5,↓ --240,14
Rizhskoe Export (Рижское Экспорт),Baltika Breweries (Балтика),2.5,–,6
Zhigulevskoe Export (Жигулевское Export),Zavod Trehsosensky (Завод Трехсосенский),2.5,–,2
ČZ Světlé,Белый Кремль (Bely Kreml),2.5,↑ +87,4
St. Anton Watermelon Cider (Арбуз),Yablochny Spas (Яблочный Спас),2.5,–,1
Буран Ginger Edition,Rocket City Brewery,2.5,–,1
Shikhan Svetloe (Шихан Светлое),Heineken Brewery (Объединенные Пивоварни Хейнекен),2.5,↓ --407,3
Hans Weller Светлое,ТАРКОС (TARKOS),2.5,–,2
Milkshake DIPA With Blueberry Puree,Salden's Brewery,2.5,–,1
Карл,Ant Brewery,2.5,–,1
Легкое Светлое,Пивоварня Якорь,2.5,↑ +508,5
Sweet Silence,Hausmann Brewery,2.5,–,2
Вишневый эль,Zavod Trehsosensky (Завод Трехсосенский),2.5,↓ --320,2
Классическое,Альпина (Alpina),2.5,↓ --28,1
Т9 Крепкое,AB InBev Efes,2.5,↓ --449,3
Andwa,Barnaulsky Pivovarenny Zavod (Барнаульский Пивоваренный Завод),2.5,↑ +194,3
Citrus IPA,Trigger,2.5,↓ --333,4
Tolstyak Hmelnoe Krepkoe (Толстяк Хмельное Крепкое),AB InBev Efes,2.5,↑ +402,2
Mundial Series Pale Ale #1 - Mosaic Vs El Dorado,Melody Brew,2.5,–,1
Майкопское Бодрое Светлое,Pivovarenny Zavod Maykopsky (Пивоваренный Завод Майкопский),2.5,↑ +402,2
Старый Мельник из Бочонка без Глютена (Stary Melnik iz Bochonka bez Glyutena),AB InBev Efes,2.5,↑ +147,7
Bely Medved Svetloe (Белый Медведь Светлое),AB InBev Efes,2.5,↓ --30,35
Simply Wheat,Victory Art Brew,2.5,–,1
Morshanskoe (Моршанское),Zavod Pivovarenny Morshansky (Завод Пивоваренный Моршанский),2.5,↑ +49,4
Чешский стандарт,Пивоварня Империал,2.5,–,1
PIT Krepkoe (ПИТ Крепкое),Heineken Brewery (Объединенные Пивоварни Хейнекен),2.5,–,1
Zhigulevskoe Pshenichnoe (Жигулевское Пшеничное),Zhigulevskoe Pivo (Жигулевское Пиво),2.5,↑ +1146,1
Bierhaus,Bryanskpivo (Брянскпиво),2.5,–,1
Alter Brauch Light Ale,Stary Zavod (Старый Завод),2.5,–,1
Свежак,Tagilskoe Pivo (Тагильское Пиво),2.5,↓ --167,3
Пражское Светлое,Визит,2.5,↑ +734,1
Zwei Meister,AB InBev Efes,2.5,–,1
